scenario,level,level_label,seed,dir_err_deg,speed_err_pct,eta_err_s,delivery_rate,fp_rate,detect_lag_s,coverage,reroute_ms_mean,confirmed_deaths
S4,10,jitter_10pct,26,1.855,0.38,6.375,0.9686,0.0,2.769,1.0,100.0,13
S4,10,jitter_10pct,27,2.318,0.432,6.342,0.9419,0.0,2.777,1.0,100.0,13
S4,10,jitter_10pct,28,1.874,0.024,6.341,0.9873,0.0,2.779,1.0,100.0,14
S4,10,jitter_10pct,29,2.579,0.14,6.434,0.9682,0.0,2.767,1.0,100.0,12
S4,10,jitter_10pct,30,2.213,0.375,6.378,0.9808,0.0,2.8,1.0,100.0,13
S4,20,jitter_20pct,1,2.102,0.45,6.406,0.9655,0.0,2.792,1.0,100.0,13
S4,20,jitter_20pct,2,2.325,0.494,6.425,0.981,0.0,2.754,1.0,100.0,13
S4,20,jitter_20pct,3,3.899,0.22,6.389,0.9882,0.0,2.793,1.0,100.0,14
S4,20,jitter_20pct,4,1.251,0.057,6.369,0.9577,0.0,2.783,1.0,100.0,12
S4,20,jitter_20pct,5,1.33,0.254,6.351,0.9645,0.0,2.786,1.0,100.0,14
S4,20,jitter_20pct,6,1.47,0.31,6.42,0.9639,0.0,2.785,1.0,100.0,13
S4,20,jitter_20pct,7,0.812,0.201,6.428,0.9647,0.0,2.75,1.0,100.0,12
S4,20,jitter_20pct,8,1.176,6.863,6.439,0.9474,0.0,2.762,1.0,100.0,13
S4,20,jitter_20pct,9,1.417,1.396,6.514,0.9818,0.0,2.775,0.9167,100.0,12
S4,20,jitter_20pct,10,2.045,0.279,6.369,0.973,0.0,2.769,1.0,100.0,13
S4,20,jitter_20pct,11,2.151,0.027,6.375,0.9872,0.0,2.779,1.0,100.0,14
S4,20,jitter_20pct,12,1.761,0.419,6.313,0.9864,0.0,2.769,1.0,100.0,13
S4,20,jitter_20pct,13,1.43,0.619,6.382,0.9806,0.0,2.786,1.0,100.0,14
S4,20,jitter_20pct,14,1.508,0.017,6.419,0.9876,0.0,2.777,1.0,100.0,13
S4,20,jitter_20pct,15,2.236,0.841,6.365,0.9675,0.0,2.786,1.0,100.0,14
S4,20,jitter_20pct,16,1.43,0.09,6.35,0.9691,0.0,2.783,1.0,100.0,12
S4,20,jitter_20pct,17,0.51,1.027,6.443,0.9851,0.0,2.762,1.0,100.0,13
S4,20,jitter_20pct,18,0.928,0.528,6.447,0.9504,0.0,2.786,1.0,100.0,14
S4,20,jitter_20pct,19,1.106,1.074,6.522,0.9701,0.0,2.758,1.0,100.0,12
S4,20,jitter_20pct,20,1.661,0.121,6.317,0.9821,0.0,2.757,1.0,100.0,14
S4,20,jitter_20pct,21,1.42,4.411,6.343,0.953,0.0,2.767,1.0,100.0,12
S4,20,jitter_20pct,22,2.102,0.123,6.385,0.96,0.0,2.769,1.0,100.0,13
S4,20,jitter_20pct,23,1.065,0.024,6.325,0.9578,0.0,2.771,1.0,100.0,14
S4,20,jitter_20pct,24,3.067,0.132,6.441,1.0,0.0,2.758,1.0,100.0,12
S4,20,jitter_20pct,25,1.721,0.417,6.371,0.9752,0.0,2.775,1.0,100.0,12
S4,20,jitter_20pct,26,1.332,0.068,6.328,0.994,0.0,2.771,1.0,100.0,14
S4,20,jitter_20pct,27,1.809,0.186,6.386,0.9416,0.0,2.746,1.0,100.0,13
S4,20,jitter_20pct,28,1.865,0.106,6.399,0.9379,0.0,2.786,1.0,100.0,14
S4,20,jitter_20pct,29,2.527,0.664,6.433,0.9877,0.0,2.758,1.0,100.0,12
S4,20,jitter_20pct,30,2.167,0.421,6.317,0.9873,0.0,2.762,1.0,100.0,13
S4,40,jitter_40pct,1,0.04,0.267,6.381,0.9792,0.0,2.792,1.0,100.0,13
S4,40,jitter_40pct,2,1.9,0.366,6.439,0.9937,0.0,2.769,1.0,100.0,13
S4,40,jitter_40pct,3,3.012,0.055,6.387,0.9505,0.0,2.771,1.0,100.0,14
S4,40,jitter_40pct,4,1.498,0.431,6.241,0.9848,0.0,2.783,1.0,100.0,12
S4,40,jitter_40pct,5,0.8,0.67,6.484,0.9944,0.0,2.771,1.0,100.0,14
S4,40,jitter_40pct,6,1.079,0.115,6.332,0.9486,0.0,2.762,1.0,100.0,13
S4,40,jitter_40pct,7,2.408,0.371,6.317,0.9676,0.0,2.758,1.0,100.0,12
S4,40,jitter_40pct,8,0.982,22.619,6.388,0.9646,0.0,2.775,1.0,100.0,12
S4,40,jitter_40pct,9,0.993,0.099,6.355,0.9828,0.0,2.783,0.9167,100.0,12
S4,40,jitter_40pct,10,0.11,0.787,6.449,0.993,0.0,2.777,1.0,100.0,13
S4,40,jitter_40pct,11,4.077,0.278,6.348,0.9805,0.0,2.771,1.0,100.0,14
S4,40,jitter_40pct,12,1.217,1.594,6.319,0.964,0.0,2.762,1.0,100.0,13
S4,40,jitter_40pct,13,0.815,0.318,6.313,0.9868,0.0,2.762,1.0,100.0,13
S4,40,jitter_40pct,14,1.447,0.053,6.323,0.9762,0.0,2.783,1.0,100.0,12
S4,40,jitter_40pct,15,2.896,5.303,6.387,0.9932,0.0,2.793,1.0,100.0,14
S4,40,jitter_40pct,16,0.47,1.277,6.394,0.9524,0.0,2.767,1.0,100.0,12
S4,40,jitter_40pct,17,1.442,8.05,6.303,0.9754,0.0,2.783,1.0,100.0,12
S4,40,jitter_40pct,18,0.863,5.697,6.491,0.96,0.0,2.75,1.0,100.0,14
S4,40,jitter_40pct,19,0.457,0.447,6.399,0.9091,0.0,2.75,1.0,100.0,12
S4,40,jitter_40pct,20,1.504,0.24,6.366,0.9831,0.0,2.786,1.0,100.0,14
S4,40,jitter_40pct,21,1.755,7.684,6.388,0.9929,0.0,2.758,1.0,100.0,12
S4,40,jitter_40pct,22,1.339,0.683,6.382,0.9574,0.0,2.762,1.0,100.0,13
S4,40,jitter_40pct,23,3.867,0.237,6.377,0.9826,0.0,2.779,1.0,100.0,14
S4,40,jitter_40pct,24,3.455,0.761,6.458,0.9938,0.0,2.767,1.0,100.0,12
S4,40,jitter_40pct,25,1.789,0.34,6.432,0.9521,0.0,2.775,1.0,100.0,12
S4,40,jitter_40pct,26,1.087,0.159,6.402,0.9829,0.0,2.754,1.0,100.0,13
S4,40,jitter_40pct,27,1.672,0.016,6.405,0.9408,0.0,2.775,1.0,100.0,12
S4,40,jitter_40pct,28,1.177,0.516,6.461,0.9878,0.0,2.779,1.0,100.0,14
S4,40,jitter_40pct,29,2.302,0.107,6.296,0.9643,0.0,2.767,1.0,100.0,12
S4,40,jitter_40pct,30,2.526,0.333,6.362,0.9512,0.0,2.75,1.0,100.0,12
