scenario,level,level_label,seed,dir_err_deg,speed_err_pct,eta_err_s,delivery_rate,fp_rate,detect_lag_s,coverage,reroute_ms_mean,confirmed_deaths
S5,2,drop_0.02,21,2.115,0.096,6.334,0.9423,0.0,2.769,1.0,100.0,13
S5,2,drop_0.02,22,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
S5,2,drop_0.02,23,2.115,0.096,6.334,0.9936,0.0,2.769,1.0,100.0,13
S5,2,drop_0.02,24,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S5,2,drop_0.02,25,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S5,2,drop_0.02,26,2.115,0.096,6.334,0.9679,0.0,2.769,1.0,100.0,13
S5,2,drop_0.02,27,2.115,0.096,6.334,0.9423,0.0,2.769,1.0,100.0,13
S5,2,drop_0.02,28,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
S5,2,drop_0.02,29,2.115,0.096,6.334,0.9744,0.0,2.769,1.0,100.0,13
S5,2,drop_0.02,30,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,1,2.115,0.096,6.334,0.8654,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,2,2.115,0.096,6.334,0.9615,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,3,2.115,0.096,6.334,0.9423,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,4,2.115,0.096,6.334,0.891,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,5,2.115,0.096,6.334,0.9679,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,6,2.115,0.096,6.334,0.9487,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,7,2.115,0.096,6.334,0.8974,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,8,2.115,0.096,6.334,0.9038,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,9,2.115,0.096,6.334,0.9744,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,10,2.115,0.096,6.334,0.9744,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,11,2.115,0.096,6.334,0.9295,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,12,2.115,0.096,6.334,0.8718,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,13,2.115,0.096,6.334,0.8974,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,14,2.115,0.096,6.334,0.8974,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,15,2.115,0.096,6.334,0.9231,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,16,2.115,0.096,6.334,0.9744,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,17,2.115,0.096,6.334,0.8846,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,18,2.115,0.096,6.334,0.8846,0.0,2.738,1.0,100.0,13
S5,5,drop_0.05,19,2.115,0.096,6.334,0.9487,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,20,2.115,0.096,6.334,0.9295,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,21,2.115,0.096,6.334,0.859,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,22,2.115,0.096,6.334,0.9359,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,23,2.115,0.096,6.334,0.9615,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,24,2.115,0.096,6.334,0.9423,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,25,2.115,0.096,6.334,0.8974,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,26,2.115,0.096,6.334,0.9423,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,27,2.115,0.096,6.334,0.8654,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,28,2.115,0.096,6.334,0.9103,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,29,2.115,0.096,6.334,0.891,0.0,2.769,1.0,100.0,13
S5,5,drop_0.05,30,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,1,2.115,0.096,6.334,0.7179,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,2,2.115,0.096,6.334,0.8205,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,3,2.115,0.096,6.334,0.7692,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,4,2.115,0.096,6.334,0.7372,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,5,2.115,0.096,6.334,0.8846,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,6,2.115,0.096,6.334,0.8077,0.0,2.754,1.0,100.0,13
S5,10,drop_0.1,7,2.115,0.096,6.334,0.8141,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,8,2.115,0.096,6.334,0.7372,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,9,2.115,0.096,6.334,0.7692,0.0,2.715,1.0,100.0,13
S5,10,drop_0.1,10,2.115,0.096,6.334,0.859,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,11,2.115,0.096,6.334,0.8846,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,12,2.115,0.096,6.334,0.8013,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,13,2.115,0.096,6.334,0.7756,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,14,2.115,0.096,6.334,0.7885,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,15,2.115,0.096,6.334,0.8718,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,16,2.115,0.096,6.334,0.8718,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,17,2.115,0.096,6.334,0.8269,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,18,2.115,0.096,6.334,0.8333,0.0,2.738,1.0,100.0,13
S5,10,drop_0.1,19,2.115,0.096,6.334,0.8077,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,20,2.115,0.096,6.334,0.8526,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,21,2.115,0.096,6.334,0.7628,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,22,2.115,0.096,6.334,0.8718,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,23,2.115,0.096,6.334,0.8397,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,24,2.115,0.096,6.334,0.8846,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,25,2.115,0.096,6.334,0.8141,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,26,2.115,0.096,6.334,0.9038,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,27,2.115,0.096,6.334,0.7756,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,28,2.115,0.096,6.334,0.8846,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,29,2.115,0.096,6.334,0.7308,0.0,2.769,1.0,100.0,13
S5,10,drop_0.1,30,2.115,0.096,6.334,0.8462,0.0,2.769,1.0,100.0,13
S5,20,drop_0.2,1,2.115,0.096,6.334,0.5833,0.0,2.769,1.0,100.0,13
S5,20,drop_0.2,2,2.115,0.096,6.334,0.5897,0.0,2.723,1.0,100.0,13
S5,20,drop_0.2,3,2.115,0.096,6.334,0.6474,0.0,2.731,1.0,100.0,13
S5,20,drop_0.2,4,2.115,0.096,6.334,0.6538,0.0,2.769,1.0,100.0,13
S5,20,drop_0.2,5,2.277,0.054,6.321,0.75,0.0,2.708,1.0,100.0,12
S5,20,drop_0.2,6,2.115,0.096,6.334,0.7051,0.0,2.692,1.0,100.0,13
S5,20,drop_0.2,7,2.115,0.096,6.334,0.6923,0.0,2.769,1.0,100.0,13
S5,20,drop_0.2,8,2.115,0.096,6.334,0.6346,0.0,2.769,1.0,100.0,13
S5,20,drop_0.2,9,2.115,0.096,6.334,0.6667,0.0,2.685,1.0,100.0,13
S5,20,drop_0.2,10,2.115,0.096,6.334,0.7308,0.0,2.708,1.0,100.0,13
S5,20,drop_0.2,11,2.115,0.096,6.334,0.5833,0.0,2.769,1.0,100.0,13
S5,20,drop_0.2,12,2.115,0.096,6.334,0.5769,0.0,2.769,1.0,100.0,13
S5,20,drop_0.2,13,2.115,0.096,6.334,0.6346,0.0,2.769,1.0,100.0,13
S5,20,drop_0.2,14,2.115,0.096,6.334,0.6346,0.0,2.708,1.0,100.0,13
S5,20,drop_0.2,15,2.115,0.096,6.334,0.6987,0.0,2.692,1.0,100.0,13
S5,20,drop_0.2,16,2.115,0.096,6.334,0.6474,0.0,2.715,1.0,100.0,13
S5,20,drop_0.2,17,2.115,0.096,6.334,0.6282,0.0,2.708,1.0,100.0,13
S5,20,drop_0.2,18,2.003,0.096,6.339,0.7051,0.0,2.707,1.0,100.0,14
S5,20,drop_0.2,19,2.115,0.096,6.334,0.5897,0.0,2.7,1.0,100.0,13
S5,20,drop_0.2,20,2.115,0.096,6.334,0.7821,0.0,2.769,1.0,100.0,13
S5,20,drop_0.2,21,2.115,0.096,6.334,0.5769,0.0,2.769,1.0,100.0,13
S5,20,drop_0.2,22,2.115,0.096,6.334,0.6859,0.0,2.738,1.0,100.0,13
S5,20,drop_0.2,23,2.115,0.096,6.334,0.5641,0.0,2.769,1.0,100.0,13
S5,20,drop_0.2,24,2.115,0.096,6.334,0.6923,0.0,2.708,1.0,100.0,13
S5,20,drop_0.2,25,2.115,0.096,6.334,0.7308,0.0,2.769,1.0,100.0,13
S5,20,drop_0.2,26,2.115,0.096,6.334,0.75,0.0,2.769,1.0,100.0,13
S5,20,drop_0.2,27,2.115,0.096,6.334,0.6026,0.0,2.723,1.0,100.0,13
S5,20,drop_0.2,28,2.115,0.096,6.334,0.7628,0.0,2.762,1.0,100.0,13
S5,20,drop_0.2,29,2.115,0.096,6.334,0.6218,0.0,2.769,1.0,100.0,13
S5,20,drop_0.2,30,2.115,0.096,6.334,0.5962,0.0,2.769,1.0,100.0,13
S5,30,drop_0.3,1,2.115,0.096,6.334,0.4808,0.0,2.746,1.0,100.0,13
S5,30,drop_0.3,2,2.115,0.096,6.334,0.3846,0.0,2.562,1.0,100.0,13
S5,30,drop_0.3,3,2.115,0.096,6.334,0.5256,0.0,2.731,1.0,100.0,13
S5,30,drop_0.3,4,2.115,0.096,6.334,0.5385,0.0,2.677,1.0,100.0,13
S5,30,drop_0.3,5,2.277,0.054,6.321,0.6346,0.0,2.658,1.0,100.0,12
S5,30,drop_0.3,6,2.115,0.096,6.334,0.5513,0.0,2.615,1.0,100.0,13
S5,30,drop_0.3,7,2.115,0.096,6.334,0.5833,0.0,2.669,1.0,100.0,13
S5,30,drop_0.3,8,2.115,0.096,6.334,0.4872,0.0,2.738,1.0,100.0,13
S5,30,drop_0.3,9,2.115,0.096,6.334,0.6026,0.0,2.546,1.0,100.0,13
S5,30,drop_0.3,10,2.115,0.096,6.334,0.5513,0.0,2.592,1.0,100.0,13
S5,30,drop_0.3,11,2.115,0.096,6.334,0.4167,0.0,2.731,1.0,100.0,13
S5,30,drop_0.3,12,2.115,0.096,6.334,0.4808,0.0,2.662,1.0,100.0,13
S5,30,drop_0.3,13,2.115,0.096,6.334,0.5128,0.0,2.762,1.0,100.0,13
S5,30,drop_0.3,14,2.115,0.096,6.334,0.4679,0.0,2.708,1.0,100.0,13
S5,30,drop_0.3,15,2.115,0.096,6.334,0.5,0.0,2.585,1.0,100.0,13
S5,30,drop_0.3,16,2.115,0.096,6.334,0.5064,0.0,2.669,1.0,100.0,13
S5,30,drop_0.3,17,2.942,0.096,6.334,0.4295,0.0,2.638,1.0,100.0,13
S5,30,drop_0.3,18,2.003,0.096,6.339,0.609,0.0,2.536,1.0,100.0,14
S5,30,drop_0.3,19,2.115,0.096,6.334,0.5064,0.0,2.654,1.0,100.0,13
S5,30,drop_0.3,20,2.115,0.096,6.334,0.5962,0.0,2.685,1.0,100.0,13
S5,30,drop_0.3,21,2.115,0.096,6.334,0.4679,0.0,2.731,1.0,100.0,13
S5,30,drop_0.3,22,2.41,0.096,6.304,0.5128,0.0,2.767,1.0,100.0,12
S5,30,drop_0.3,23,2.115,0.096,6.334,0.4808,0.0,2.7,1.0,100.0,13
S5,30,drop_0.3,24,2.115,0.096,6.334,0.6026,0.0,2.708,1.0,100.0,13
S5,30,drop_0.3,25,2.003,0.096,6.339,0.4808,0.0,2.693,1.0,100.0,14
S5,30,drop_0.3,26,2.003,0.096,6.339,0.5256,0.0,2.643,1.0,100.0,14
S5,30,drop_0.3,27,0.091,0.096,6.334,0.5256,0.0,2.65,1.0,100.0,12
S5,30,drop_0.3,28,2.942,0.096,6.334,0.6026,0.0,2.692,1.0,100.0,13
S5,30,drop_0.3,29,2.115,0.096,6.334,0.5385,0.0,2.769,1.0,100.0,13
S5,30,drop_0.3,30,2.115,0.096,6.334,0.5449,0.0,2.708,1.0,100.0,13
