scenario,wind_u,c_spread,peak_C,seed,tau_s,v_spread,exposed,miss,miss_rate,dir_err,speed_err,n_confirmed,t_max,dt
S7_worst,1.0,0.1,500.0,4,24.6,0.1,15,0,0.0,10.825136184788692,330.4436993914561,14,612.6,0.1
S7_worst,1.0,0.1,500.0,5,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S7_worst,1.0,0.1,500.0,6,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S7_worst,1.0,0.1,500.0,7,24.6,0.1,15,0,0.0,25.445086921610752,944.6491372239672,14,612.6,0.1
S7_worst,1.0,0.1,500.0,8,24.6,0.1,15,0,0.0,0.6842128933315641,368.45675183172386,14,612.6,0.1
S7_worst,1.0,0.1,500.0,9,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S7_worst,1.0,0.1,500.0,10,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S7_worst,1.0,0.1,500.0,11,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S7_worst,1.0,0.1,500.0,12,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S7_worst,1.0,0.1,500.0,13,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S7_worst,1.0,0.1,500.0,14,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S7_worst,1.0,0.1,500.0,15,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S7_worst,1.0,0.15,150.0,1,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,150.0,2,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,150.0,3,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,150.0,4,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,150.0,5,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,150.0,6,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,150.0,7,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,150.0,8,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,150.0,9,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,150.0,10,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,150.0,11,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,150.0,12,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,150.0,13,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,150.0,14,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,150.0,15,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,300.0,1,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,300.0,2,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,300.0,3,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,300.0,4,24.6,0.15,15,0,0.0,1.0379554189329,180.16133138249296,14,436.3,0.1
S7_worst,1.0,0.15,300.0,5,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,300.0,6,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,300.0,7,24.6,0.15,15,0,0.0,9.68591033238296,177.65892602535953,14,436.3,0.1
S7_worst,1.0,0.15,300.0,8,24.6,0.15,15,0,0.0,1.5019607231260714,164.77816233365448,14,436.3,0.1
S7_worst,1.0,0.15,300.0,9,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,300.0,10,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,300.0,11,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,300.0,12,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,300.0,13,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,300.0,14,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,300.0,15,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,500.0,1,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,500.0,2,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,500.0,3,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,500.0,4,24.6,0.15,15,0,0.0,7.178860661426392,202.39464892642212,14,436.3,0.1
S7_worst,1.0,0.15,500.0,5,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,500.0,6,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,500.0,7,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,500.0,8,24.6,0.15,15,0,0.0,0.5812596240205631,253.44154070711755,14,436.3,0.1
S7_worst,1.0,0.15,500.0,9,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,500.0,10,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,500.0,11,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,500.0,12,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,500.0,13,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,500.0,14,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,1.0,0.15,500.0,15,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S7_worst,2.0,0.05,150.0,1,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,150.0,2,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,150.0,3,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,150.0,4,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,150.0,5,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,150.0,6,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,150.0,7,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,150.0,8,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,150.0,9,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,150.0,10,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,150.0,11,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,150.0,12,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,150.0,13,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,150.0,14,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,150.0,15,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,1,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,2,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,3,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,4,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,5,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,6,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,7,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,8,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,9,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,10,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,11,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,12,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,13,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,14,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,300.0,15,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,500.0,1,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,500.0,2,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,500.0,3,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,500.0,4,17.395,0.1,15,0,0.0,9.206743601415518,403.97581782390733,14,591.0,0.1
S7_worst,2.0,0.05,500.0,5,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,500.0,6,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,500.0,7,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,500.0,8,17.395,0.1,15,0,0.0,0.40175189776878,532.6104851925942,14,591.0,0.1
S7_worst,2.0,0.05,500.0,9,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,500.0,10,17.395,0.1,15,0,0.0,13.739709473783853,359.9908128374758,14,591.0,0.1
S7_worst,2.0,0.05,500.0,11,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,500.0,12,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,500.0,13,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,500.0,14,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.05,500.0,15,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S7_worst,2.0,0.1,150.0,1,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,150.0,2,17.395,0.2,15,0,0.0,,,13,326.6,0.1
S7_worst,2.0,0.1,150.0,3,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,150.0,4,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,150.0,5,17.395,0.2,15,0,0.0,7.801736770543731,21.324555781863,14,326.6,0.1
S7_worst,2.0,0.1,150.0,6,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,150.0,7,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,150.0,8,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,150.0,9,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,150.0,10,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,150.0,11,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,150.0,12,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,150.0,13,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,150.0,14,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,150.0,15,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,300.0,1,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,300.0,2,17.395,0.2,15,0,0.0,5.2106115764227106,190.04648899485673,14,326.6,0.1
S7_worst,2.0,0.1,300.0,3,17.395,0.2,15,0,0.0,4.987020104257084,175.4573783264924,14,326.6,0.1
S7_worst,2.0,0.1,300.0,4,17.395,0.2,15,0,0.0,4.6657433790071865,52.2522743684726,14,326.6,0.1
S7_worst,2.0,0.1,300.0,5,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,300.0,6,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,300.0,7,17.395,0.2,15,0,0.0,15.360552574001442,416.57857464252396,14,326.6,0.1
S7_worst,2.0,0.1,300.0,8,17.395,0.2,15,0,0.0,1.0689500185865382,133.308933168012,14,326.6,0.1
S7_worst,2.0,0.1,300.0,9,17.395,0.2,15,0,0.0,7.232712844286446,164.8022074360368,14,326.6,0.1
S7_worst,2.0,0.1,300.0,10,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,300.0,11,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,300.0,12,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,300.0,13,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,300.0,14,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,300.0,15,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,500.0,1,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,500.0,2,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,500.0,3,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,500.0,4,17.395,0.2,15,0,0.0,8.598227571399045,213.07637455808023,14,326.6,0.1
S7_worst,2.0,0.1,500.0,5,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,500.0,6,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,500.0,7,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,500.0,8,17.395,0.2,15,0,0.0,1.535477391487451,299.3127509613398,14,326.6,0.1
S7_worst,2.0,0.1,500.0,9,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,500.0,10,17.395,0.2,15,0,0.0,10.182889983314778,285.56836584951606,14,326.6,0.1
S7_worst,2.0,0.1,500.0,11,17.395,0.2,15,0,0.0,0.5365470520217966,244.05997202134623,14,326.6,0.1
S7_worst,2.0,0.1,500.0,12,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,500.0,13,17.395,0.2,15,0,0.0,0.2406218823360222,231.33892268571205,14,326.6,0.1
S7_worst,2.0,0.1,500.0,14,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.1,500.0,15,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S7_worst,2.0,0.15,150.0,1,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,150.0,2,17.395,0.3,15,0,0.0,,,13,238.4,0.1
S7_worst,2.0,0.15,150.0,3,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,150.0,4,17.395,0.3,15,0,0.0,1.4055358560208846,55.65710229836945,14,238.4,0.1
S7_worst,2.0,0.15,150.0,5,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,150.0,6,17.395,0.3,15,0,0.0,169.41406731114915,-78.71155170877888,14,238.4,0.1
S7_worst,2.0,0.15,150.0,7,17.395,0.3,15,0,0.0,79.81161778402394,243.58937320175653,14,238.4,0.1
S7_worst,2.0,0.15,150.0,8,17.395,0.3,15,0,0.0,3.974681435160149,121.17587032196526,14,238.4,0.1
S7_worst,2.0,0.15,150.0,9,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,150.0,10,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,150.0,11,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,150.0,12,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,150.0,13,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,150.0,14,17.395,0.3,15,0,0.0,4.436510081942495,-65.3521938445444,14,238.4,0.1
S7_worst,2.0,0.15,150.0,15,17.395,0.3,15,0,0.0,4.429140435738427,26.388906431977983,14,238.4,0.1
S7_worst,2.0,0.15,300.0,1,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,300.0,2,17.395,0.3,15,0,0.0,,,13,238.4,0.1
S7_worst,2.0,0.15,300.0,3,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,300.0,4,17.395,0.3,15,0,0.0,5.121681254797337,51.3252947415237,14,238.4,0.1
S7_worst,2.0,0.15,300.0,5,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,300.0,6,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,300.0,7,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,300.0,8,17.395,0.3,15,0,0.0,0.5089864319824206,113.37005504503452,14,238.4,0.1
S7_worst,2.0,0.15,300.0,9,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,300.0,10,17.395,0.3,15,0,0.0,4.233322276989472,53.75949259370118,14,238.4,0.1
S7_worst,2.0,0.15,300.0,11,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,300.0,12,17.395,0.3,15,0,0.0,16.986272128534203,82.37733584500938,14,238.4,0.1
S7_worst,2.0,0.15,300.0,13,17.395,0.3,15,0,0.0,1.230809942045637,70.12394991838576,14,238.4,0.1
S7_worst,2.0,0.15,300.0,14,17.395,0.3,15,0,0.0,6.669351303879607,-31.01547663834606,14,238.4,0.1
S7_worst,2.0,0.15,300.0,15,17.395,0.3,15,0,0.0,17.306431787068874,232.85334417810307,14,238.4,0.1
S7_worst,2.0,0.15,500.0,1,17.395,0.3,15,0,0.0,94.78808863140485,120.60431171976458,14,238.4,0.1
S7_worst,2.0,0.15,500.0,2,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,500.0,3,17.395,0.3,15,0,0.0,1.806505448874548,38.32504034896924,14,238.4,0.1
S7_worst,2.0,0.15,500.0,4,17.395,0.3,15,0,0.0,4.848306917886603,147.46506472520977,14,238.4,0.1
S7_worst,2.0,0.15,500.0,5,17.395,0.3,15,0,0.0,0.29539788709904535,62.62406314147492,14,238.4,0.1
S7_worst,2.0,0.15,500.0,6,17.395,0.3,15,0,0.0,9.78406312628765,119.82185901652238,14,238.4,0.1
S7_worst,2.0,0.15,500.0,7,17.395,0.3,15,0,0.0,7.631695563690231,79.97499261605351,14,238.4,0.1
S7_worst,2.0,0.15,500.0,8,17.395,0.3,15,0,0.0,1.6872880825029184,208.42655882566063,14,238.4,0.1
S7_worst,2.0,0.15,500.0,9,17.395,0.3,15,0,0.0,3.357604455269284,89.79926309617264,14,238.4,0.1
S7_worst,2.0,0.15,500.0,10,17.395,0.3,15,0,0.0,7.187712759969668,248.12371636930285,14,238.4,0.1
S7_worst,2.0,0.15,500.0,11,17.395,0.3,15,0,0.0,26.297046685447427,62.42741927135145,14,238.4,0.1
S7_worst,2.0,0.15,500.0,12,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S7_worst,2.0,0.15,500.0,13,17.395,0.3,15,0,0.0,1.3460417529328466,187.50255130359815,14,238.4,0.1
S7_worst,2.0,0.15,500.0,14,17.395,0.3,15,0,0.0,2.9326755449062674,151.35804682186156,14,238.4,0.1
S7_worst,2.0,0.15,500.0,15,17.395,0.3,15,0,0.0,0.573991503225277,137.94097963599313,14,238.4,0.1
S7_worst,5.0,0.05,150.0,1,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,150.0,2,11.001,0.25,15,0,0.0,4.176788728777276,98.00623126900922,14,254.5,0.1
S7_worst,5.0,0.05,150.0,3,11.001,0.25,15,0,0.0,6.881707655109376,98.8422396841618,14,254.5,0.1
S7_worst,5.0,0.05,150.0,4,11.001,0.25,15,0,0.0,1.0497363503857815,193.30925163353635,14,254.5,0.1
S7_worst,5.0,0.05,150.0,5,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,150.0,6,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,150.0,7,11.001,0.25,15,0,0.0,12.353463987779813,106.85423035498012,14,254.5,0.1
S7_worst,5.0,0.05,150.0,8,11.001,0.25,15,0,0.0,2.9901361311103547,64.20841403799191,14,254.5,0.1
S7_worst,5.0,0.05,150.0,9,11.001,0.25,15,0,0.0,3.0890190474669197,148.64963086363642,14,254.5,0.1
S7_worst,5.0,0.05,150.0,10,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,150.0,11,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,150.0,12,11.001,0.25,15,0,0.0,9.77897497273845,121.74551519704897,14,254.5,0.1
S7_worst,5.0,0.05,150.0,13,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,150.0,14,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,150.0,15,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,300.0,1,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,300.0,2,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,300.0,3,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,300.0,4,11.001,0.25,15,0,0.0,9.607577806702382,89.49219687261174,14,254.5,0.1
S7_worst,5.0,0.05,300.0,5,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,300.0,6,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,300.0,7,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,300.0,8,11.001,0.25,15,0,0.0,0.8675246003633492,154.048581579872,14,254.5,0.1
S7_worst,5.0,0.05,300.0,9,11.001,0.25,15,0,0.0,8.763312444393915,139.24105310259017,14,254.5,0.1
S7_worst,5.0,0.05,300.0,10,11.001,0.25,15,0,0.0,13.2559883371902,97.15881383100111,14,254.5,0.1
S7_worst,5.0,0.05,300.0,11,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,300.0,12,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,300.0,13,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,300.0,14,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,300.0,15,11.001,0.25,15,0,0.0,37.89241391752178,1007.581952629638,14,254.5,0.1
S7_worst,5.0,0.05,500.0,1,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,500.0,2,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,500.0,3,11.001,0.25,15,0,0.0,0.7420478867968384,239.26548855684433,14,254.5,0.1
S7_worst,5.0,0.05,500.0,4,11.001,0.25,15,0,0.0,4.419667646244908,280.17596231828145,14,254.5,0.1
S7_worst,5.0,0.05,500.0,5,11.001,0.25,15,0,0.0,0.20137815082670513,275.78741477341316,14,254.5,0.1
S7_worst,5.0,0.05,500.0,6,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,500.0,7,11.001,0.25,15,0,0.0,5.852751650281506,142.80207540840294,14,254.5,0.1
S7_worst,5.0,0.05,500.0,8,11.001,0.25,15,0,0.0,3.1070808240965713,352.55770509079474,14,254.5,0.1
S7_worst,5.0,0.05,500.0,9,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,500.0,10,11.001,0.25,15,0,0.0,9.123994083409574,324.77265063796193,14,254.5,0.1
S7_worst,5.0,0.05,500.0,11,11.001,0.25,15,0,0.0,8.872304399051588,147.38203317202246,14,254.5,0.1
S7_worst,5.0,0.05,500.0,12,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S7_worst,5.0,0.05,500.0,13,11.001,0.25,15,0,0.0,2.2190352258536725,308.56715312304124,14,254.5,0.1
S7_worst,5.0,0.05,500.0,14,11.001,0.25,15,0,0.0,16.566353789066692,282.6997134401051,14,254.5,0.1
S7_worst,5.0,0.05,500.0,15,11.001,0.25,15,0,0.0,1.382619695567056,228.4341584339495,14,254.5,0.1
S7_worst,5.0,0.1,150.0,1,11.001,0.5,15,0,0.0,5.858876825513922,13.618408825743922,14,148.8,0.1
S7_worst,5.0,0.1,150.0,2,11.001,0.5,15,0,0.0,46.213433746923,88.231226825128,14,148.8,0.1
S7_worst,5.0,0.1,150.0,3,11.001,0.5,15,0,0.0,0.9075945216080398,97.10274448403835,14,148.8,0.1
S7_worst,5.0,0.1,150.0,4,11.001,0.5,15,0,0.0,45.255661982083694,63.354842205814755,14,148.8,0.1
S7_worst,5.0,0.1,150.0,5,11.001,0.5,15,0,0.0,4.5182106473961605,77.47458413187238,14,148.8,0.1
S7_worst,5.0,0.1,150.0,6,11.001,0.5,15,0,0.0,2.1809792897391365,7.797805049957285,14,148.8,0.1
S7_worst,5.0,0.1,150.0,7,11.001,0.5,15,0,0.0,106.4984135881314,89.37930440650376,14,148.8,0.1
S7_worst,5.0,0.1,150.0,8,11.001,0.5,15,0,0.0,2.9508279750892132,48.83351797047224,14,148.8,0.1
S7_worst,5.0,0.1,150.0,9,11.001,0.5,15,0,0.0,5.992696778321471,83.7113754868152,14,148.8,0.1
S7_worst,5.0,0.1,150.0,10,11.001,0.5,15,0,0.0,4.394640884595285,133.097724272639,14,148.8,0.1
S7_worst,5.0,0.1,150.0,11,11.001,0.5,15,0,0.0,1.5294469781975284,10.716217019637098,14,148.8,0.1
S7_worst,5.0,0.1,150.0,12,11.001,0.5,15,0,0.0,1.9891141814534776,52.68641815058037,14,148.8,0.1
S7_worst,5.0,0.1,150.0,13,11.001,0.5,15,0,0.0,0.46892383848869934,33.0158936233516,14,148.8,0.1
S7_worst,5.0,0.1,150.0,14,11.001,0.5,15,0,0.0,3.2960612063168626,27.927432917238647,14,148.8,0.1
S7_worst,5.0,0.1,150.0,15,11.001,0.5,15,0,0.0,2.9386295496067203,45.067862780617276,14,148.8,0.1
S7_worst,5.0,0.1,300.0,1,11.001,0.5,15,0,0.0,2.2759755053359876,30.686968308232743,14,148.8,0.1
S7_worst,5.0,0.1,300.0,2,11.001,0.5,15,0,0.0,0.22225938490269337,-2.803599702489934,14,148.8,0.1
S7_worst,5.0,0.1,300.0,3,11.001,0.5,15,0,0.0,7.756830528256074,41.9091497277426,14,148.8,0.1
S7_worst,5.0,0.1,300.0,4,11.001,0.5,15,0,0.0,2.56833225815914,94.08466312304746,14,148.8,0.1
S7_worst,5.0,0.1,300.0,5,11.001,0.5,15,0,0.0,0.7774991655790751,-5.273678302453089,14,148.8,0.1
S7_worst,5.0,0.1,300.0,6,11.001,0.5,15,0,0.0,7.026307668667195,67.79628937486339,14,148.8,0.1
S7_worst,5.0,0.1,300.0,7,11.001,0.5,15,0,0.0,4.705262153671697,110.39946606583997,14,148.8,0.1
S7_worst,5.0,0.1,300.0,8,11.001,0.5,15,0,0.0,3.4776902755972934,89.06506560838969,14,148.8,0.1
S7_worst,5.0,0.1,300.0,9,11.001,0.5,15,0,0.0,2.0253168948507034,59.04339133886465,14,148.8,0.1
