label,group,kappa_h_med,kappa_h_p95,gap_s,dtw_scaled,window_mode,dt_window,seed,dir_err,estimable,grade,n_local,per_node_frac,n_obs_mean,sigma_t_mean,s2_med
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,2,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,3,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,4,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,5,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,6,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,7,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,8,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,9,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,10,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,11,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,12,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,13,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,14,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,15,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,1,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,2,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,3,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,4,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,5,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,6,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,7,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,8,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,9,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,10,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,11,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,12,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,13,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,14,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,base,8.0,15,81.81339806326216,1,OK,9,60.0,3.11,1.4289,0.2916
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,1,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,2,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,3,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,4,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,5,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,6,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,7,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,8,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,9,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,10,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,11,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,12,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,13,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,14,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d30,ellipse_flank,0.143,0.216,9.78,29.35,scaled,29.35,15,5.6266052369781185,1,OK,14,93.3,6.14,0.6659,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,1,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,2,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,3,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,4,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,5,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,6,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,7,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,8,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,9,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,10,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,11,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,12,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,13,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,14,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,base,8.0,15,85.72320309807321,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,1,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,2,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,3,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,4,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,5,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,6,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,7,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,8,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,9,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,10,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,11,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,12,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,13,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,14,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d60,ellipse_flank,0.0889,0.1129,9.91,29.73,scaled,29.73,15,3.056032285714572,1,OK,14,93.3,6.14,0.4653,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,1,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,2,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,3,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,4,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,5,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,6,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,7,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,8,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,9,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,10,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,11,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,12,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,13,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,14,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,base,8.0,15,82.08384243611842,1,INSUFFICIENT,3,20.0,3.0,,0.0
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,1,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,2,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,3,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,4,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,5,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,6,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,7,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,8,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,9,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,10,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,11,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,12,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,13,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,14,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W10 d120,ellipse_flank,0.0505,0.0574,10.14,30.41,scaled,30.41,15,1.612675728966667,1,OK,14,93.3,6.14,0.2947,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,1,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,2,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,3,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,4,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,5,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,6,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,7,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,8,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,9,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,10,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,11,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,12,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,13,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,14,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,base,8.0,15,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,1,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,2,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,3,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,4,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,5,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,6,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,7,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,8,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,9,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,10,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,11,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,12,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,13,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,14,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d30,ellipse_flank,0.0821,0.1197,25.16,75.47,scaled,75.47,15,5.96488163429704,1,OK,14,93.3,6.14,1.8955,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,1,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,2,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,3,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,4,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,5,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,6,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,7,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,8,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,9,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,10,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,11,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,12,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,13,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,14,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,base,8.0,15,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,1,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,2,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,3,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,4,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,5,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,6,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,7,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,8,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,9,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,10,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,11,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,12,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,13,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,14,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d60,ellipse_flank,0.0539,0.0681,27.82,83.45,scaled,83.45,15,3.227241403374131,1,OK,14,93.3,6.14,1.2398,0.5
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,1,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,2,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,3,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,4,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,5,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,6,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,7,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,8,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,9,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,10,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,11,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,12,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,13,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,14,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,base,8.0,15,,0,INSUFFICIENT,0,0.0,,,
타원[flank] W20 d120,ellipse_flank,0.0318,0.0362,29.59,88.77,scaled,88.77,1,1.6687882362480815,1,OK,14,93.3,6.14,0.7789,0.5
