label,group,kappa_h_med,kappa_h_p95,gap_s,dtw_scaled,window_mode,dt_window,seed,dir_err,estimable,grade,n_local,per_node_frac,n_obs_mean,sigma_t_mean,s2_med
타원[head] W20 d120,ellipse_head,0.3494,0.4308,4.76,14.27,scaled,14.27,8,2.9932249970850657,1,OK,13,86.7,5.92,0.671,0.5
타원[head] W20 d120,ellipse_head,0.3494,0.4308,4.76,14.27,scaled,14.27,9,2.9932249970850657,1,OK,13,86.7,5.92,0.671,0.5
타원[head] W20 d120,ellipse_head,0.3494,0.4308,4.76,14.27,scaled,14.27,10,2.9932249970850657,1,OK,13,86.7,5.92,0.671,0.5
타원[head] W20 d120,ellipse_head,0.3494,0.4308,4.76,14.27,scaled,14.27,11,2.9932249970850657,1,OK,13,86.7,5.92,0.671,0.5
타원[head] W20 d120,ellipse_head,0.3494,0.4308,4.76,14.27,scaled,14.27,12,2.9932249970850657,1,OK,13,86.7,5.92,0.671,0.5
타원[head] W20 d120,ellipse_head,0.3494,0.4308,4.76,14.27,scaled,14.27,13,2.9932249970850657,1,OK,13,86.7,5.92,0.671,0.5
타원[head] W20 d120,ellipse_head,0.3494,0.4308,4.76,14.27,scaled,14.27,14,2.9932249970850657,1,OK,13,86.7,5.92,0.671,0.5
타원[head] W20 d120,ellipse_head,0.3494,0.4308,4.76,14.27,scaled,14.27,15,2.9932249970850657,1,OK,13,86.7,5.92,0.671,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,1,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,2,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,3,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,4,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,5,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,6,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,7,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,8,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,9,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,10,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,11,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,12,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,13,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,14,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,base,8.0,15,44.73141948440017,1,DEGRADED,13,86.7,4.46,2.1863,0.4472
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,1,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,2,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,3,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,4,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,5,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,6,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,7,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,8,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,9,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,10,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,11,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,12,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,13,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,14,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d30,ellipse_head,0.1767,3.106,12.4,37.21,scaled,37.21,15,28.130471490308505,1,DEGRADED,14,93.3,6.14,3.2277,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,1,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,2,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,3,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,4,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,5,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,6,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,7,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,8,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,9,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,10,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,11,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,12,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,13,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,14,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,base,8.0,15,19.163401461296893,1,OK,14,93.3,4.57,1.5161,0.4472
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,1,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,2,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,3,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,4,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,5,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,6,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,7,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,8,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,9,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,10,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,11,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,12,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,13,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,14,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d60,ellipse_head,0.2679,1.9376,7.7,23.1,scaled,23.1,15,18.48206584157909,1,OK,14,93.3,6.14,1.6783,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,1,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,2,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,3,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,4,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,5,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,6,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,7,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,8,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,9,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,10,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,11,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,12,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,13,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,14,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,base,8.0,15,16.68485572385762,1,OK,11,73.3,4.82,0.9687,0.4472
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,1,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,2,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,3,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,4,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,5,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,6,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,7,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,8,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,9,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,10,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,11,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,12,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,13,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,14,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W30 d120,ellipse_head,0.4102,1.1119,5.23,15.69,scaled,15.69,15,16.60165012535897,1,OK,11,73.3,5.73,0.832,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,1,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,2,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,3,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,4,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,5,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,6,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,7,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,8,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,9,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,10,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,11,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,12,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,13,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,14,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,base,8.0,15,129.98082503467714,1,DEGRADED,5,33.3,3.8,2.1798,0.4656
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,1,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,2,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,3,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,4,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,5,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,6,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,7,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,8,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,9,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,10,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,11,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,12,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,13,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,14,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d30,ellipse_head,0.0318,7.9585,55.69,167.07,scaled,167.07,15,104.11034032726712,1,DEGRADED,14,93.3,6.14,13.5148,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,1,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,2,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,3,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,4,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,5,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,6,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,7,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,8,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,9,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,10,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,11,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,12,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,13,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,14,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,base,8.0,15,129.3308448944295,1,DEGRADED,7,46.7,3.43,4.0394,0.4656
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,1,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,2,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,3,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,4,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,5,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,6,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,7,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,8,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,9,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,10,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,11,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,12,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,13,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,14,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d60,ellipse_head,0.0264,5.1185,35.1,105.29,scaled,105.29,15,28.168545441047467,1,DEGRADED,14,93.3,6.14,13.4696,0.5
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,1,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,2,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,3,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,4,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,5,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,6,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,7,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,8,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,9,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,10,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,11,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,12,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,13,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,14,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,base,8.0,15,2.1231199878306963,1,DEGRADED,11,73.3,4.09,4.3449,0.433
타원[head] W50 d120,ellipse_head,0.0438,3.908,20.31,60.92,scaled,60.92,1,33.03287433217082,1,DEGRADED,14,93.3,6.14,6.9617,0.5
