scenario,level,level_label,seed,dir_err_deg,speed_err_pct,eta_err_s,delivery_rate,fp_rate,detect_lag_s,coverage,reroute_ms_mean,confirmed_deaths
S8,100,clock_100ms,30,2.284,0.361,6.093,0.9872,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,1,2.672,0.291,5.824,0.9872,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,2,2.729,1.935,6.504,0.9808,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,3,0.425,1.093,6.262,0.9808,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,4,2.186,3.949,6.693,0.9359,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,5,2.726,0.89,5.043,0.9808,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,6,4.19,5.269,6.089,0.9679,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,7,1.123,0.259,5.259,0.9487,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,8,0.604,7.002,5.986,0.9167,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,9,3.569,0.189,6.641,1.0,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,10,2.275,10.38,6.841,0.9936,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,11,2.258,1.647,6.545,0.9744,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,12,2.873,3.769,6.334,0.9487,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,13,1.679,2.93,6.887,0.9744,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,14,0.501,2.023,6.607,0.9551,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,15,2.647,8.418,6.09,0.9744,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,16,1.811,2.686,6.899,0.9936,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,17,2.34,1.463,6.356,0.9808,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,18,2.414,3.32,5.907,0.9551,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,19,2.414,6.962,6.696,0.9936,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,20,2.916,0.937,6.779,0.9551,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,21,1.692,1.482,6.558,0.9423,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,22,3.198,0.786,6.587,0.9872,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,23,0.932,4.14,5.648,0.9936,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,24,0.29,0.068,5.817,0.9551,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,25,1.823,1.494,6.423,0.9551,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,26,2.75,3.243,5.347,0.9679,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,27,1.066,0.71,5.785,0.9423,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,28,2.114,1.11,5.877,0.9872,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,29,3.152,4.918,7.076,0.9744,0.0,2.769,1.0,100.0,13
S8,300,clock_300ms,30,2.613,0.903,5.611,0.9872,0.0,2.769,1.0,100.0,13
