scenario,level,level_label,seed,dir_err_deg,speed_err_pct,eta_err_s,delivery_rate,fp_rate,detect_lag_s,coverage,reroute_ms_mean,confirmed_deaths
S10,0,spots_0,25,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S10,0,spots_0,26,2.115,0.096,6.334,0.9679,0.0,2.769,1.0,100.0,13
S10,0,spots_0,27,2.115,0.096,6.334,0.9423,0.0,2.769,1.0,100.0,13
S10,0,spots_0,28,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
S10,0,spots_0,29,2.115,0.096,6.334,0.9744,0.0,2.769,1.0,100.0,13
S10,0,spots_0,30,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
S10,1,spots_1,1,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
S10,1,spots_1,2,2.115,0.096,6.334,0.9808,0.0,2.769,1.0,100.0,13
S10,1,spots_1,3,2.115,0.096,6.334,0.9808,0.0,2.769,1.0,100.0,13
S10,1,spots_1,4,2.115,0.096,6.334,0.9359,0.0,2.769,1.0,100.0,13
S10,1,spots_1,5,2.115,0.096,6.334,0.9808,0.0,2.769,1.0,100.0,13
S10,1,spots_1,6,2.115,0.096,6.334,0.9679,0.0,2.769,1.0,100.0,13
S10,1,spots_1,7,2.115,0.096,6.334,0.9487,0.0,2.769,1.0,100.0,13
S10,1,spots_1,8,2.115,0.096,6.334,0.9167,0.0,2.769,1.0,100.0,13
S10,1,spots_1,9,2.115,0.096,6.334,1.0,0.0,2.769,1.0,100.0,13
S10,1,spots_1,10,2.115,0.096,6.334,0.9936,0.0,2.769,1.0,100.0,13
S10,1,spots_1,11,2.115,0.096,6.334,0.9744,0.0,2.769,1.0,100.0,13
S10,1,spots_1,12,2.115,0.096,6.334,0.9487,0.0,2.769,1.0,100.0,13
S10,1,spots_1,13,2.115,0.096,6.334,0.9744,0.0,2.769,1.0,100.0,13
S10,1,spots_1,14,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S10,1,spots_1,15,2.115,0.096,6.334,0.9744,0.0,2.769,1.0,100.0,13
S10,1,spots_1,16,2.115,0.096,6.334,0.9936,0.0,2.769,1.0,100.0,13
S10,1,spots_1,17,1.764,21.546,9.621,0.98,0.0,2.762,1.0,100.0,13
S10,1,spots_1,18,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S10,1,spots_1,19,2.115,0.096,6.334,0.9936,0.0,2.769,1.0,100.0,13
S10,1,spots_1,20,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S10,1,spots_1,21,2.115,0.096,6.334,0.9423,0.0,2.769,1.0,100.0,13
S10,1,spots_1,22,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
S10,1,spots_1,23,2.115,0.096,6.334,0.9936,0.0,2.769,1.0,100.0,13
S10,1,spots_1,24,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S10,1,spots_1,25,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S10,1,spots_1,26,2.115,0.096,6.334,0.9679,0.0,2.769,1.0,100.0,13
S10,1,spots_1,27,2.115,0.096,6.334,0.9423,0.0,2.769,1.0,100.0,13
S10,1,spots_1,28,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
S10,1,spots_1,29,2.115,0.096,6.334,0.9744,0.0,2.769,1.0,100.0,13
S10,1,spots_1,30,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
S10,2,spots_2,1,19.056,43.306,7.18,0.9846,0.0,2.764,1.0,100.0,14
S10,2,spots_2,2,2.115,0.096,6.334,0.9808,0.0,2.769,1.0,100.0,13
S10,2,spots_2,3,2.115,0.096,6.334,0.9808,0.0,2.769,1.0,100.0,13
S10,2,spots_2,4,6.077,47.429,8.542,0.9237,0.0,2.777,1.0,100.0,13
S10,2,spots_2,5,74.049,98.505,7.554,0.8791,0.0,2.8,1.0,100.0,13
S10,2,spots_2,6,2.115,0.096,6.334,0.9679,0.0,2.769,1.0,100.0,13
S10,2,spots_2,7,2.115,0.096,6.334,0.9487,0.0,2.769,1.0,100.0,13
S10,2,spots_2,8,2.465,0.328,6.434,0.9079,0.0,2.773,1.0,100.0,11
S10,2,spots_2,9,2.115,0.096,6.334,1.0,0.0,2.769,1.0,100.0,13
S10,2,spots_2,10,0.217,46.749,7.904,0.9923,0.0,2.77,1.0,100.0,10
S10,2,spots_2,11,1.768,33.117,9.554,0.9928,0.0,2.769,1.0,100.0,13
S10,2,spots_2,12,2.115,0.096,6.334,0.9487,0.0,2.769,1.0,100.0,13
S10,2,spots_2,13,0.552,12.027,8.481,0.9799,0.0,2.785,1.0,100.0,13
S10,2,spots_2,14,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S10,2,spots_2,15,2.115,0.096,6.334,0.9744,0.0,2.769,1.0,100.0,13
S10,2,spots_2,16,2.115,0.096,6.334,0.9936,0.0,2.769,1.0,100.0,13
S10,2,spots_2,17,1.764,21.546,9.621,0.98,0.0,2.762,1.0,100.0,13
S10,2,spots_2,18,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S10,2,spots_2,19,2.115,0.096,6.334,0.9936,0.0,2.769,1.0,100.0,13
S10,2,spots_2,20,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S10,2,spots_2,21,5.368,42.784,6.38,0.9366,0.0,2.785,1.0,100.0,13
S10,2,spots_2,22,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
S10,2,spots_2,23,2.115,0.096,6.334,0.9936,0.0,2.769,1.0,100.0,13
S10,2,spots_2,24,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S10,2,spots_2,25,2.277,0.054,6.35,0.9545,0.0,2.775,1.0,100.0,12
S10,2,spots_2,26,112.585,129.417,6.407,0.8977,0.0,2.786,1.0,100.0,14
S10,2,spots_2,27,2.115,0.096,6.334,0.9423,0.0,2.769,1.0,100.0,13
S10,2,spots_2,28,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
S10,2,spots_2,29,4.569,29.597,10.06,0.9507,0.0,2.769,1.0,100.0,13
S10,2,spots_2,30,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
S10,3,spots_3,1,19.056,43.306,7.18,0.9846,0.0,2.764,1.0,100.0,14
S10,3,spots_3,2,2.115,0.096,6.334,0.9808,0.0,2.769,1.0,100.0,13
S10,3,spots_3,3,2.115,0.096,6.334,0.9808,0.0,2.769,1.0,100.0,13
S10,3,spots_3,4,6.077,47.429,8.542,0.9237,0.0,2.777,1.0,100.0,13
S10,3,spots_3,5,74.049,98.505,7.554,0.8791,0.0,2.8,1.0,100.0,13
S10,3,spots_3,6,2.115,0.096,6.334,0.9679,0.0,2.769,1.0,100.0,13
S10,3,spots_3,7,2.115,0.096,6.334,0.9487,0.0,2.769,1.0,100.0,13
S10,3,spots_3,8,2.465,0.328,6.434,0.9079,0.0,2.773,1.0,100.0,11
S10,3,spots_3,9,2.115,0.096,6.334,1.0,0.0,2.769,1.0,100.0,13
S10,3,spots_3,10,0.217,46.749,7.904,0.9923,0.0,2.77,1.0,100.0,10
S10,3,spots_3,11,1.768,33.117,9.554,0.9928,0.0,2.769,1.0,100.0,13
S10,3,spots_3,12,2.115,0.096,6.334,0.9487,0.0,2.769,1.0,100.0,13
S10,3,spots_3,13,0.552,12.027,8.481,0.9799,0.0,2.785,1.0,100.0,13
S10,3,spots_3,14,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S10,3,spots_3,15,2.115,0.096,6.334,0.9744,0.0,2.769,1.0,100.0,13
S10,3,spots_3,16,2.115,0.096,6.334,0.9936,0.0,2.769,1.0,100.0,13
S10,3,spots_3,17,1.764,21.546,9.621,0.98,0.0,2.762,1.0,100.0,13
S10,3,spots_3,18,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S10,3,spots_3,19,2.115,0.096,6.334,0.9936,0.0,2.769,1.0,100.0,13
S10,3,spots_3,20,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S10,3,spots_3,21,5.368,42.784,6.38,0.9366,0.0,2.785,1.0,100.0,13
S10,3,spots_3,22,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
S10,3,spots_3,23,2.115,0.096,6.334,0.9936,0.0,2.769,1.0,100.0,13
S10,3,spots_3,24,2.115,0.096,6.334,0.9551,0.0,2.769,1.0,100.0,13
S10,3,spots_3,25,2.277,0.054,6.35,0.9545,0.0,2.775,1.0,100.0,12
S10,3,spots_3,26,112.585,129.417,6.407,0.8977,0.0,2.786,1.0,100.0,14
S10,3,spots_3,27,2.115,0.096,6.334,0.9423,0.0,2.769,1.0,100.0,13
S10,3,spots_3,28,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
S10,3,spots_3,29,4.569,29.597,10.06,0.9507,0.0,2.769,1.0,100.0,13
S10,3,spots_3,30,2.115,0.096,6.334,0.9872,0.0,2.769,1.0,100.0,13
