model,geom,wind_kmh,ignition_d_m,tau_s,seed,dir_err_nominal,dir_err_local,speed_est,speed_err_nominal_pct,speed_err_local_pct,speed_true_local,estimable,n_nonsink,n_died,t_max
ellipse,head,10.0,30.0,0.0,30,9.424775269914486,1.9930041270958196,1.4173383007565243,-5.510779949565045,0.1208831035578349,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,1,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,2,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,3,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,4,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,5,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,6,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,7,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,8,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,9,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,10,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,11,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,12,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,13,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,14,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,15,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,16,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,17,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,18,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,19,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,20,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,21,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,22,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,23,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,24,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,25,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,26,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
ellipse,head,10.0,30.0,11.0,27,10.113371411534315,1.3044079854758217,1.4139056786578783,-5.7396214228081135,-0.12159757709108726,1.415627046847491,1,15,15,75.76833476006611
