t_max,front,mode,tau_s,seed,dir_err_deg,speed_est_ms,speed_err_pct,speed_err_ms,n_pernode,eta_err_30_s,eta_err_60_s,eta_err_100_s
120.0,straight_S1,uniform,0.0,21,2.115247425243427,1.498558331075938,-0.09611126160412967,-0.0014416689240619451,13,-10.585613109074007,-15.07041407873087,-21.050609708541387
120.0,straight_S1,uniform,0.0,22,2.115247425243427,1.498558331075938,-0.09611126160412967,-0.0014416689240619451,13,-10.585613109074007,-15.07041407873087,-21.050609708541387
120.0,straight_S1,uniform,0.0,23,2.115247425243427,1.498558331075938,-0.09611126160412967,-0.0014416689240619451,13,-10.585613109074007,-15.07041407873087,-21.050609708541387
120.0,straight_S1,uniform,0.0,24,2.115247425243427,1.498558331075938,-0.09611126160412967,-0.0014416689240619451,13,-10.585613109074007,-15.07041407873087,-21.050609708541387
120.0,straight_S1,uniform,0.0,25,2.115247425243427,1.498558331075938,-0.09611126160412967,-0.0014416689240619451,13,-10.585613109074007,-15.07041407873087,-21.050609708541387
120.0,straight_S1,uniform,0.0,26,2.115247425243427,1.498558331075938,-0.09611126160412967,-0.0014416689240619451,13,-10.585613109074007,-15.07041407873087,-21.050609708541387
120.0,straight_S1,uniform,0.0,27,2.115247425243427,1.498558331075938,-0.09611126160412967,-0.0014416689240619451,13,-10.585613109074007,-15.07041407873087,-21.050609708541387
120.0,straight_S1,uniform,0.0,28,2.115247425243427,1.498558331075938,-0.09611126160412967,-0.0014416689240619451,13,-10.585613109074007,-15.07041407873087,-21.050609708541387
120.0,straight_S1,uniform,0.0,29,2.115247425243427,1.498558331075938,-0.09611126160412967,-0.0014416689240619451,13,-10.585613109074007,-15.07041407873087,-21.050609708541387
120.0,straight_S1,uniform,0.0,30,2.115247425243427,1.498558331075938,-0.09611126160412967,-0.0014416689240619451,13,-10.585613109074007,-15.07041407873087,-21.050609708541387
120.0,straight_S1,uniform,2.0,1,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,2,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,3,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,4,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,5,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,6,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,7,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,8,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,9,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,10,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,11,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,12,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,13,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,14,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,15,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,16,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,17,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,18,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,19,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,20,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,21,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,22,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,23,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,24,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,25,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,26,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,27,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,28,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,29,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,2.0,30,0.7234369133717049,1.5150742253044898,1.004948353632651,0.015074225304489763,13,-8.349498363565939,-11.905787544538324,-16.65182391731683
120.0,straight_S1,uniform,5.0,1,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,2,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,3,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,4,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,5,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,6,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,7,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,8,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,9,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,10,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,11,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,12,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,13,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,14,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,15,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,16,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,17,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,18,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,19,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,20,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,21,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,22,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,23,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,24,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,25,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,26,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,27,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,28,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,29,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,5.0,30,0.41645922725015944,1.5325523015172795,2.1701534344853,0.0325523015172795,13,-6.126488733847585,-8.874510951031668,-12.538540573943635
120.0,straight_S1,uniform,10.0,1,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,2,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,3,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,4,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,5,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,6,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,7,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,8,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,9,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,10,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,11,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,12,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,13,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,14,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,15,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,16,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,17,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,18,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,19,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,20,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,21,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,22,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,23,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,24,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,25,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,26,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,27,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,28,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,29,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,10.0,30,0.23507880857104993,1.5182917289142586,1.2194485942839042,0.018291728914258565,13,-3.6969979264575406,-5.710048823190405,-8.394116685500771
120.0,straight_S1,uniform,11.0,1,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,2,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,3,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,4,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,5,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,6,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,7,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,8,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,9,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,10,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,11,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,12,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,13,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,14,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,15,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,16,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,17,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,18,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,19,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,20,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,21,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,22,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,23,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,24,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,25,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,26,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,27,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,28,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,29,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,11.0,30,0.38133543576908435,1.5182917289142566,1.219448594283771,0.018291728914256566,13,-3.3611904687427336,-5.2979610401432184,-7.880321802010424
120.0,straight_S1,uniform,20.0,1,0.40330608765715276,1.5342007428954665,2.280049526364432,0.034200742895466485,13,-1.5536283549264214,-3.45468154789729,-5.989419138525033
120.0,straight_S1,uniform,20.0,2,0.40330608765715276,1.5342007428954665,2.280049526364432,0.034200742895466485,13,-1.5536283549264214,-3.45468154789729,-5.989419138525033
120.0,straight_S1,uniform,20.0,3,0.40330608765715276,1.5342007428954665,2.280049526364432,0.034200742895466485,13,-1.5536283549264214,-3.45468154789729,-5.989419138525033
120.0,straight_S1,uniform,20.0,4,0.40330608765715276,1.5342007428954665,2.280049526364432,0.034200742895466485,13,-1.5536283549264214,-3.45468154789729,-5.989419138525033
120.0,straight_S1,uniform,20.0,5,0.40330608765715276,1.5342007428954665,2.280049526364432,0.034200742895466485,13,-1.5536283549264214,-3.45468154789729,-5.989419138525033
120.0,straight_S1,uniform,20.0,6,0.40330608765715276,1.5342007428954665,2.280049526364432,0.034200742895466485,13,-1.5536283549264214,-3.45468154789729,-5.989419138525033
120.0,straight_S1,uniform,20.0,7,0.40330608765715276,1.5342007428954665,2.280049526364432,0.034200742895466485,13,-1.5536283549264214,-3.45468154789729,-5.989419138525033
120.0,straight_S1,uniform,20.0,8,0.40330608765715276,1.5342007428954665,2.280049526364432,0.034200742895466485,13,-1.5536283549264214,-3.45468154789729,-5.989419138525033
120.0,straight_S1,uniform,20.0,9,0.40330608765715276,1.5342007428954665,2.280049526364432,0.034200742895466485,13,-1.5536283549264214,-3.45468154789729,-5.989419138525033
120.0,straight_S1,uniform,20.0,10,0.40330608765715276,1.5342007428954665,2.280049526364432,0.034200742895466485,13,-1.5536283549264214,-3.45468154789729,-5.989419138525033
120.0,straight_S1,uniform,20.0,11,0.40330608765715276,1.5342007428954665,2.280049526364432,0.034200742895466485,13,-1.5536283549264214,-3.45468154789729,-5.989419138525033
120.0,straight_S1,uniform,20.0,12,0.40330608765715276,1.5342007428954665,2.280049526364432,0.034200742895466485,13,-1.5536283549264214,-3.45468154789729,-5.989419138525033
