t_max,front,mode,tau_s,seed,med,v_true_bar,speed_err_nominal_pct,speed_err_realized_pct
120.0,straight_S1,uniform,30.0,15,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,16,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,17,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,18,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,19,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,20,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,21,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,22,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,23,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,24,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,25,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,26,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,27,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,28,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,29,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,30.0,30,1.5325523015172788,1.5,2.1701534344852558,2.1701534344852558
120.0,straight_S1,uniform,50.0,1,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,2,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,3,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,4,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,5,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,6,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,7,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,8,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,9,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,10,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,11,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,12,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,13,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,14,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,15,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,16,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,17,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,18,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,19,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,20,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,21,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,22,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,23,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,24,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,25,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,26,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,27,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,28,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,29,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,50.0,30,1.5397740947573622,1.5,2.6516063171574773,2.6516063171574773
120.0,straight_S1,uniform,78.5,1,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,2,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,3,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,4,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,5,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,6,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,7,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,8,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,9,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,10,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,11,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,12,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,13,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,14,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,15,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,16,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,17,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,18,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,19,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,20,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,21,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,22,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,23,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,24,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,25,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,26,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,27,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,28,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,29,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,78.5,30,1.5470578098827115,1.5,3.137187325514098,3.137187325514098
120.0,straight_S1,uniform,100.0,1,1.5504341823651038,1.5,3.3622788243402515,3.3622788243402515
120.0,straight_S1,uniform,100.0,2,1.5504341823651038,1.5,3.3622788243402515,3.3622788243402515
120.0,straight_S1,uniform,100.0,3,1.5504341823651038,1.5,3.3622788243402515,3.3622788243402515
120.0,straight_S1,uniform,100.0,4,1.5504341823651038,1.5,3.3622788243402515,3.3622788243402515
