t_s,t_hms,event,label,node_id,detail
3660.87,1:01:00,REJOIN,n15,14,이탈 지속 13.6s
3661.63,1:01:01,REJOIN,n16,15,이탈 지속 15.1s
3662.41,1:01:02,REJOIN,n10,9,이탈 지속 17.4s
3663.17,1:01:03,REJOIN,n11,10,이탈 지속 15.1s
3663.93,1:01:03,REJOIN,n09,8,이탈 지속 18.2s
3676.12,1:01:16,DROP,n09,8,마지막 HB 이후 10.8s 침묵
3676.88,1:01:16,DROP,n15,14,마지막 HB 이후 10.1s 침묵
3677.64,1:01:17,DROP,n16,15,마지막 HB 이후 10.6s 침묵
3689.02,1:01:29,REJOIN,n09,8,이탈 지속 12.9s
3689.78,1:01:29,REJOIN,n16,15,이탈 지속 12.1s
3690.54,1:01:30,REJOIN,n15,14,이탈 지속 13.7s
3791.01,1:03:11,DROP,n10,9,마지막 HB 이후 10.1s 침묵
3790.24,1:03:10,DROP,n11,10,마지막 HB 이후 10.8s 침묵
3791.76,1:03:11,DROP,n09,8,마지막 HB 이후 10.8s 침묵
3792.53,1:03:12,DROP,n16,15,마지막 HB 이후 10.0s 침묵
3793.28,1:03:13,DROP,n15,14,마지막 HB 이후 10.8s 침묵
3806.1,1:03:26,REJOIN,n10,9,이탈 지속 15.1s
3806.86,1:03:26,REJOIN,n11,10,이탈 지속 16.6s
3807.62,1:03:27,REJOIN,n09,8,이탈 지속 15.9s
3808.38,1:03:28,REJOIN,n16,15,이탈 지속 15.9s
3809.14,1:03:29,REJOIN,n15,14,이탈 지속 15.9s
3821.33,1:03:41,DROP,n15,14,마지막 HB 이후 10.1s 침묵
3820.57,1:03:40,DROP,n16,15,마지막 HB 이후 10.8s 침묵
3822.11,1:03:42,DROP,n10,9,마지막 HB 이후 10.6s 침묵
3834.2,1:03:54,REJOIN,n15,14,이탈 지속 12.9s
3834.96,1:03:54,REJOIN,n16,15,이탈 지속 14.4s
3835.72,1:03:55,REJOIN,n10,9,이탈 지속 13.6s
3869.21,1:04:29,DROP,n11,10,마지막 HB 이후 10.6s 침묵
3879.85,1:04:39,REJOIN,n11,10,이탈 지속 10.6s
3891.3,1:04:51,DROP,n10,9,마지막 HB 이후 10.6s 침묵
3901.94,1:05:01,REJOIN,n10,9,이탈 지속 10.6s
3935.42,1:05:35,DROP,n11,10,마지막 HB 이후 10.1s 침묵
3936.94,1:05:36,DROP,n09,8,마지막 HB 이후 10.1s 침묵
3936.18,1:05:36,DROP,n10,9,마지막 HB 이후 10.8s 침묵
3938.46,1:05:38,DROP,n15,14,마지막 HB 이후 10.0s 침묵
3937.7,1:05:37,DROP,n16,15,마지막 HB 이후 10.8s 침묵
3950.56,1:05:50,REJOIN,n10,9,이탈 지속 14.4s
3951.32,1:05:51,REJOIN,n11,10,이탈 지속 15.9s
3952.08,1:05:52,REJOIN,n09,8,이탈 지속 15.1s
3952.83,1:05:52,REJOIN,n15,14,이탈 지속 14.4s
3953.6,1:05:53,REJOIN,n16,15,이탈 지속 15.9s
3965.02,1:06:05,DROP,n16,15,마지막 HB 이후 10.6s 침묵
3965.81,1:06:05,DROP,n15,14,마지막 HB 이후 10.6s 침묵
3966.56,1:06:06,DROP,n10,9,마지막 HB 이후 10.8s 침묵
3967.33,1:06:07,DROP,n11,10,마지막 HB 이후 10.0s 침묵
3978.64,1:06:18,REJOIN,n15,14,이탈 지속 12.8s
3979.4,1:06:19,REJOIN,n16,15,이탈 지속 14.4s
3980.16,1:06:20,REJOIN,n10,9,이탈 지속 13.6s
3980.92,1:06:20,REJOIN,n11,10,이탈 지속 13.6s
4080.6,1:08:00,DROP,n09,8,마지막 HB 이후 10.9s 침묵
4081.36,1:08:01,DROP,n16,15,마지막 HB 이후 10.1s 침묵
4082.12,1:08:02,DROP,n15,14,마지막 HB 이후 10.6s 침묵
4082.91,1:08:02,DROP,n11,10,마지막 HB 이후 10.5s 침묵
4083.66,1:08:03,DROP,n10,9,마지막 HB 이후 10.8s 침묵
4095.71,1:08:15,REJOIN,n16,15,이탈 지속 14.3s
4096.47,1:08:16,REJOIN,n15,14,이탈 지속 14.4s
4097.23,1:08:17,REJOIN,n09,8,이탈 지속 16.6s
4097.99,1:08:17,REJOIN,n11,10,이탈 지속 15.1s
4111.72,1:08:31,DROP,n09,8,마지막 HB 이후 10.1s 침묵
4110.96,1:08:30,DROP,n11,10,마지막 HB 이후 10.8s 침묵
4112.48,1:08:32,DROP,n16,15,마지막 HB 이후 10.6s 침묵
4123.03,1:08:43,REJOIN,n16,15,이탈 지속 10.6s
4113.24,1:08:33,DROP,n15,14,마지막 HB 이후 10.5s 침묵
4123.79,1:08:43,REJOIN,n15,14,이탈 지속 10.6s
4124.55,1:08:44,REJOIN,n10,9,이탈 지속 40.9s
4125.34,1:08:45,REJOIN,n11,10,이탈 지속 14.4s
4126.09,1:08:46,REJOIN,n09,8,이탈 지속 14.4s
4180.92,1:09:40,DROP,n15,14,마지막 HB 이후 10.6s 침묵
4191.56,1:09:51,REJOIN,n15,14,이탈 지속 10.6s
4225.76,1:10:25,DROP,n11,10,마지막 HB 이후 10.1s 침묵
4226.54,1:10:26,DROP,n09,8,마지막 HB 이후 10.8s 침묵
4227.31,1:10:27,DROP,n16,15,마지막 HB 이후 10.1s 침묵
4228.82,1:10:28,DROP,n10,9,마지막 HB 이후 10.0s 침묵
4228.06,1:10:28,DROP,n15,14,마지막 HB 이후 10.8s 침묵
4240.12,1:10:40,REJOIN,n11,10,이탈 지속 14.4s
4240.89,1:10:40,REJOIN,n09,8,이탈 지속 14.3s
4241.64,1:10:41,REJOIN,n16,15,이탈 지속 14.3s
4242.43,1:10:42,REJOIN,n15,14,이탈 지속 14.4s
4256.14,1:10:56,DROP,n11,10,마지막 HB 이후 10.1s 침묵
4256.9,1:10:56,DROP,n09,8,마지막 HB 이후 10.8s 침묵
4257.66,1:10:57,DROP,n16,15,마지막 HB 이후 10.1s 침묵
4268.23,1:11:08,REJOIN,n11,10,이탈 지속 12.1s
4258.44,1:10:58,DROP,n15,14,마지막 HB 이후 10.6s 침묵
4269.0,1:11:08,REJOIN,n16,15,이탈 지속 11.3s
4269.76,1:11:09,REJOIN,n15,14,이탈 지속 11.3s
4270.51,1:11:10,REJOIN,n09,8,이탈 지속 13.6s
4295.62,1:11:35,NT_WRAP,브리지,99,nt 4293.9 -> 0.4 (감소 4293.4)
4354.97,1:12:34,DROP,n16,15,마지막 HB 이후 10.0s 침묵
4356.49,1:12:36,DROP,n11,10,마지막 HB 이후 10.1s 침묵
4355.73,1:12:35,DROP,n15,14,마지막 HB 이후 10.8s 침묵
4357.25,1:12:37,DROP,n09,8,마지막 HB 이후 10.8s 침묵
4370.07,1:12:50,REJOIN,n15,14,이탈 지속 14.3s
4370.83,1:12:50,REJOIN,n16,15,이탈 지속 15.9s
4371.59,1:12:51,REJOIN,n10,9,이탈 지속 142.8s
4372.34,1:12:52,REJOIN,n11,10,이탈 지속 15.9s
4373.1,1:12:53,REJOIN,n09,8,이탈 지속 15.9s
4385.29,1:13:05,DROP,n09,8,마지막 HB 이후 10.1s 침묵
4384.53,1:13:04,DROP,n11,10,마지막 HB 이후 10.8s 침묵
4386.07,1:13:06,DROP,n16,15,마지막 HB 이후 10.6s 침묵
4396.64,1:13:16,REJOIN,n11,10,이탈 지속 12.1s
4386.83,1:13:06,DROP,n15,14,마지막 HB 이후 10.6s 침묵
4397.4,1:13:17,REJOIN,n16,15,이탈 지속 11.3s
4387.59,1:13:07,DROP,n10,9,마지막 HB 이후 10.6s 침묵
4398.16,1:13:18,REJOIN,n15,14,이탈 지속 11.3s
4398.92,1:13:18,REJOIN,n09,8,이탈 지속 13.6s
4430.12,1:13:50,DROP,n09,8,마지막 HB 이후 10.8s 침묵
4430.88,1:13:50,DROP,n16,15,마지막 HB 이후 10.1s 침묵
4432.4,1:13:52,DROP,n11,10,마지막 HB 이후 10.0s 침묵
4431.63,1:13:51,DROP,n15,14,마지막 HB 이후 10.8s 침묵
4459.49,1:14:19,REJOIN,n09,8,이탈 지속 29.4s
4460.26,1:14:20,REJOIN,n16,15,이탈 지속 29.4s
4467.1,1:14:27,REJOIN,n11,10,이탈 지속 34.7s
4549.26,1:15:49,DROP,n16,15,마지막 HB 이후 10.1s 침묵
4550.02,1:15:50,DROP,n11,10,마지막 HB 이후 10.6s 침묵
4550.81,1:15:50,DROP,n09,8,마지막 HB 이후 10.5s 침묵
4570.4,1:16:10,REJOIN,n09,8,이탈 지속 19.6s
4571.16,1:16:11,REJOIN,n16,15,이탈 지속 21.9s
4571.93,1:16:11,REJOIN,n11,10,이탈 지속 21.9s
4587.13,1:16:27,DROP,n11,10,마지막 HB 이후 10.0s 침묵
4586.37,1:16:26,DROP,n16,15,마지막 HB 이후 10.8s 침묵
4587.9,1:16:27,DROP,n09,8,마지막 HB 이후 10.8s 침묵
4599.2,1:16:39,REJOIN,n11,10,이탈 지속 12.1s
4599.96,1:16:39,REJOIN,n09,8,이탈 지속 12.1s
4600.72,1:16:40,REJOIN,n16,15,이탈 지속 14.3s
4622.01,1:17:02,REJOIN,n15,14,이탈 지속 190.4s
4658.57,1:17:38,DROP,n11,10,마지막 HB 이후 10.0s 침묵
4659.32,1:17:39,DROP,n15,14,마지막 HB 이후 10.6s 침묵
4660.09,1:17:40,DROP,n09,8,마지막 HB 이후 10.5s 침묵
4670.64,1:17:50,REJOIN,n09,8,이탈 지속 10.6s
4671.39,1:17:51,REJOIN,n11,10,이탈 지속 12.8s
4672.15,1:17:52,REJOIN,n15,14,이탈 지속 12.8s
4685.86,1:18:05,DROP,n09,8,마지막 HB 이후 10.1s 침묵
4687.38,1:18:07,DROP,n11,10,마지막 HB 이후 10.1s 침묵
4686.62,1:18:06,DROP,n16,15,마지막 HB 이후 10.8s 침묵
4688.13,1:18:08,DROP,n15,14,마지막 HB 이후 10.6s 침묵
4700.2,1:18:20,REJOIN,n11,10,이탈 지속 12.8s
4700.96,1:18:20,REJOIN,n15,14,이탈 지속 12.8s
4701.72,1:18:21,REJOIN,n09,8,이탈 지속 15.9s
4702.48,1:18:22,REJOIN,n16,15,이탈 지속 15.9s
4722.99,1:18:42,REJOIN,n10,9,이탈 지속 335.4s
4781.58,1:19:41,DROP,n11,10,마지막 HB 이후 10.1s 침묵
4783.1,1:19:43,DROP,n10,9,마지막 HB 이후 10.1s 침묵
4782.34,1:19:42,DROP,n15,14,마지막 HB 이후 10.8s 침묵
4783.86,1:19:43,DROP,n09,8,마지막 HB 이후 10.6s 침묵
4784.64,1:19:44,DROP,n16,15,마지막 HB 이후 10.5s 침묵
4801.98,1:20:01,REJOIN,n16,15,이탈 지속 17.3s
4802.74,1:20:02,REJOIN,n11,10,이탈 지속 21.2s
4803.5,1:20:03,REJOIN,n15,14,이탈 지속 21.2s
4804.26,1:20:04,REJOIN,n10,9,이탈 지속 21.2s
4805.02,1:20:05,REJOIN,n09,8,이탈 지속 21.2s
4816.46,1:20:16,DROP,n10,9,마지막 HB 이후 10.6s 침묵
4817.22,1:20:17,DROP,n09,8,마지막 HB 이후 10.8s 침묵
4817.98,1:20:17,DROP,n16,15,마지막 HB 이후 10.1s 침묵
4818.74,1:20:18,DROP,n11,10,마지막 HB 이후 10.8s 침묵
4819.5,1:20:19,DROP,n15,14,마지막 HB 이후 10.0s 침묵
4839.1,1:20:39,REJOIN,n11,10,이탈 지속 20.4s
4839.86,1:20:39,REJOIN,n15,14,이탈 지속 20.4s
4840.62,1:20:40,REJOIN,n10,9,이탈 지속 24.2s
4841.38,1:20:41,REJOIN,n09,8,이탈 지속 24.2s
4842.14,1:20:42,REJOIN,n16,15,이탈 지속 24.2s
4854.37,1:20:54,DROP,n16,15,마지막 HB 이후 10.1s 침묵
4855.13,1:20:55,DROP,n11,10,마지막 HB 이후 10.8s 침묵
4855.89,1:20:55,DROP,n15,14,마지막 HB 이후 10.1s 침묵
4857.41,1:20:57,DROP,n09,8,마지막 HB 이후 10.0s 침묵
4856.65,1:20:56,DROP,n10,9,마지막 HB 이후 10.8s 침묵
4873.97,1:21:13,REJOIN,n16,15,이탈 지속 19.6s
4874.75,1:21:14,REJOIN,n11,10,이탈 지속 19.6s
4875.52,1:21:15,REJOIN,n15,14,이탈 지속 19.6s
4876.27,1:21:16,REJOIN,n10,9,이탈 지속 19.6s
4877.04,1:21:17,REJOIN,n09,8,이탈 지속 19.6s
4888.46,1:21:28,DROP,n10,9,마지막 HB 이후 10.6s 침묵
4934.11,1:22:14,DROP,n15,14,마지막 HB 이후 10.6s 침묵
4946.23,1:22:26,REJOIN,n15,14,이탈 지속 12.1s
4959.16,1:22:39,DROP,n15,14,마지막 HB 이후 10.6s 침묵
4959.93,1:22:39,DROP,n09,8,마지막 HB 이후 10.6s 침묵
4970.51,1:22:50,REJOIN,n15,14,이탈 지속 11.3s
4971.27,1:22:51,REJOIN,n09,8,이탈 지속 11.3s
4984.97,1:23:04,DROP,n16,15,마지막 HB 이후 10.1s 침묵
4985.73,1:23:05,DROP,n11,10,마지막 HB 이후 10.6s 침묵
4986.52,1:23:06,DROP,n15,14,마지막 HB 이후 10.5s 침묵
4987.27,1:23:07,DROP,n09,8,마지막 HB 이후 10.8s 침묵
5000.82,1:23:20,REJOIN,n09,8,이탈 지속 13.5s
5001.58,1:23:21,REJOIN,n16,15,이탈 지속 16.6s
5002.36,1:23:22,REJOIN,n11,10,이탈 지속 16.6s
5003.12,1:23:23,REJOIN,n15,14,이탈 지속 16.6s
5082.29,1:24:42,DROP,n09,8,마지막 HB 이후 10.6s 침묵
5083.81,1:24:43,DROP,n11,10,마지막 HB 이후 10.1s 침묵
5083.04,1:24:43,DROP,n16,15,마지막 HB 이후 10.8s 침묵
5084.56,1:24:44,DROP,n15,14,마지막 HB 이후 10.8s 침묵
5100.39,1:25:00,REJOIN,n15,14,이탈 지속 15.8s
5101.14,1:25:01,REJOIN,n09,8,이탈 지속 18.9s
5101.91,1:25:01,REJOIN,n16,15,이탈 지속 18.9s
5102.67,1:25:02,REJOIN,n10,9,이탈 지속 214.2s
5103.45,1:25:03,REJOIN,n11,10,이탈 지속 19.6s
5115.63,1:25:15,DROP,n11,10,마지막 HB 이후 10.1s 침묵
5117.15,1:25:17,DROP,n09,8,마지막 HB 이후 10.1s 침묵
5116.39,1:25:16,DROP,n15,14,마지막 HB 이후 10.8s 침묵
5118.67,1:25:18,DROP,n10,9,마지막 HB 이후 10.0s 침묵
5117.91,1:25:17,DROP,n16,15,마지막 HB 이후 10.8s 침묵
5138.26,1:25:38,REJOIN,n15,14,이탈 지속 21.9s
5139.02,1:25:39,REJOIN,n09,8,이탈 지속 21.9s
5139.78,1:25:39,REJOIN,n16,15,이탈 지속 21.9s
5140.56,1:25:40,REJOIN,n10,9,이탈 지속 21.9s
5141.32,1:25:41,REJOIN,n11,10,이탈 지속 25.7s
5153.5,1:25:53,DROP,n11,10,마지막 HB 이후 10.1s 침묵
5155.02,1:25:55,DROP,n09,8,마지막 HB 이후 10.1s 침묵
5154.26,1:25:54,DROP,n15,14,마지막 HB 이후 10.8s 침묵
5155.78,1:25:55,DROP,n16,15,마지막 HB 이후 10.6s 침묵
5156.57,1:25:56,DROP,n10,9,마지막 HB 이후 10.5s 침묵
5193.56,1:26:33,REJOIN,n16,15,이탈 지속 37.8s
5210.28,1:26:50,REJOIN,n10,9,이탈 지속 53.7s
5211.04,1:26:51,REJOIN,n11,10,이탈 지속 57.5s
5211.8,1:26:51,REJOIN,n15,14,이탈 지속 57.5s
5214.08,1:26:54,REJOIN,n09,8,이탈 지속 59.1s
5231.65,1:27:11,DROP,n10,9,마지막 HB 이후 10.9s 침묵
5233.16,1:27:13,DROP,n09,8,마지막 HB 이후 10.7s 침묵
5272.84,1:27:52,DROP,n11,10,마지막 HB 이후 10.6s 침묵
5283.42,1:28:03,REJOIN,n09,8,이탈 지속 50.3s
5273.62,1:27:53,DROP,n15,14,마지막 HB 이후 10.6s 침묵
5284.19,1:28:04,REJOIN,n10,9,이탈 지속 52.5s
5274.38,1:27:54,DROP,n16,15,마지막 HB 이후 10.6s 침묵
5294.85,1:28:14,REJOIN,n16,15,이탈 지속 20.5s
5295.62,1:28:15,REJOIN,n11,10,이탈 지속 22.8s
5296.39,1:28:16,REJOIN,n15,14,이탈 지속 22.8s
5294.84,1:28:14,DROP,n10,9,마지막 HB 이후 10.7s 침묵
5328.41,1:28:48,DROP,n15,14,마지막 HB 이후 10.1s 침묵
5329.17,1:28:49,DROP,n09,8,마지막 HB 이후 10.9s 침묵
5329.93,1:28:49,DROP,n16,15,마지막 HB 이후 10.1s 침묵
5330.68,1:28:50,DROP,n11,10,마지막 HB 이후 10.8s 침묵
5360.89,1:29:20,REJOIN,n11,10,이탈 지속 30.2s
5361.66,1:29:21,REJOIN,n16,15,이탈 지속 31.7s
5362.41,1:29:22,REJOIN,n15,14,이탈 지속 34.0s
5363.17,1:29:23,REJOIN,n09,8,이탈 지속 34.0s
5376.14,1:29:36,DROP,n09,8,마지막 HB 이후 10.8s 침묵
5376.91,1:29:36,DROP,n11,10,마지막 HB 이후 10.1s 침묵
5378.43,1:29:38,DROP,n15,14,마지막 HB 이후 10.0s 침묵
5377.67,1:29:37,DROP,n16,15,마지막 HB 이후 10.8s 침묵
5398.01,1:29:58,REJOIN,n11,10,이탈 지속 21.1s
5398.78,1:29:58,REJOIN,n16,15,이탈 지속 21.1s
5399.54,1:29:59,REJOIN,n15,14,이탈 지속 21.1s
5400.3,1:30:00,REJOIN,n09,8,이탈 지속 24.2s
5413.31,1:30:13,DROP,n09,8,마지막 HB 이후 10.1s 침묵
5414.07,1:30:14,DROP,n11,10,마지막 HB 이후 10.8s 침묵
5414.83,1:30:14,DROP,n16,15,마지막 HB 이후 10.0s 침묵
5415.59,1:30:15,DROP,n15,14,마지막 HB 이후 10.8s 침묵
5429.14,1:30:29,REJOIN,n11,10,이탈 지속 15.1s
5429.91,1:30:29,REJOIN,n15,14,이탈 지속 14.3s
5430.66,1:30:30,REJOIN,n09,8,이탈 지속 17.4s
5431.43,1:30:31,REJOIN,n16,15,이탈 지속 16.6s
5445.17,1:30:45,DROP,n11,10,마지막 HB 이후 10.6s 침묵
5445.9,1:30:45,DROP,n15,14,마지막 HB 이후 10.6s 침묵
5497.59,1:31:37,REJOIN,n15,14,이탈 지속 51.7s
5499.87,1:31:39,REJOIN,n11,10,이탈 지속 54.7s
5534.88,1:32:14,DROP,n11,10,마지막 HB 이후 10.1s 침묵
5536.4,1:32:16,DROP,n09,8,마지막 HB 이후 10.0s 침묵
5535.63,1:32:15,DROP,n15,14,마지막 HB 이후 10.8s 침묵
5537.15,1:32:17,DROP,n16,15,마지막 HB 이후 10.8s 침묵
5553.71,1:32:33,REJOIN,n09,8,이탈 지속 17.3s
5554.48,1:32:34,REJOIN,n16,15,이탈 지속 17.3s
5555.24,1:32:35,REJOIN,n11,10,이탈 지속 20.4s
5556.0,1:32:36,REJOIN,n15,14,이탈 지속 20.4s
5565.14,1:32:45,DROP,n11,10,마지막 HB 이후 10.0s 침묵
5565.91,1:32:45,DROP,n15,14,마지막 HB 이후 10.6s 침묵
5576.48,1:32:56,REJOIN,n15,14,이탈 지속 10.6s
5566.67,1:32:46,DROP,n09,8,마지막 HB 이후 10.6s 침묵
5577.24,1:32:57,REJOIN,n11,10,이탈 지속 12.1s
5567.43,1:32:47,DROP,n16,15,마지막 HB 이후 10.6s 침묵
5578.0,1:32:57,REJOIN,n09,8,이탈 지속 11.3s
5578.76,1:32:58,REJOIN,n16,15,이탈 지속 11.3s
5579.51,1:32:59,REJOIN,n10,9,이탈 지속 284.7s
5591.7,1:33:11,DROP,n10,9,마지막 HB 이후 10.6s 침묵
5645.74,1:34:05,REJOIN,n10,9,이탈 지속 54.0s
5680.76,1:34:40,DROP,n09,8,마지막 HB 이후 10.1s 침묵
5682.28,1:34:42,DROP,n11,10,마지막 HB 이후 10.1s 침묵
5681.52,1:34:41,DROP,n16,15,마지막 HB 이후 10.8s 침묵
5683.82,1:34:43,DROP,n10,9,마지막 HB 이후 10.0s 침묵
5683.06,1:34:43,DROP,n15,14,마지막 HB 이후 10.8s 침묵
5696.63,1:34:56,REJOIN,n16,15,이탈 지속 15.1s
5697.39,1:34:57,REJOIN,n11,10,이탈 지속 15.1s
5698.15,1:34:58,REJOIN,n15,14,이탈 지속 15.1s
5698.94,1:34:58,REJOIN,n09,8,이탈 지속 18.2s
5701.2,1:35:01,DROP,n11,10,마지막 HB 이후 10.9s 침묵
5708.81,1:35:08,DROP,n15,14,마지막 HB 이후 10.6s 침묵
5709.59,1:35:09,DROP,n09,8,마지막 HB 이후 10.5s 침묵
5710.35,1:35:10,DROP,n16,15,마지막 HB 이후 10.8s 침묵
5726.17,1:35:26,REJOIN,n10,9,이탈 지속 42.3s
5726.92,1:35:26,REJOIN,n15,14,이탈 지속 18.1s
5727.69,1:35:27,REJOIN,n09,8,이탈 지속 18.1s
5728.44,1:35:28,REJOIN,n16,15,이탈 지속 18.1s
5733.02,1:35:33,REJOIN,n11,10,이탈 지속 31.8s
5814.57,1:36:54,DROP,n15,14,마지막 HB 이후 10.6s 침묵
5825.22,1:37:05,REJOIN,n15,14,이탈 지속 10.7s
5815.33,1:36:55,DROP,n09,8,마지막 HB 이후 10.7s 침묵
5834.39,1:37:14,DROP,n10,9,마지막 HB 이후 10.1s 침묵
5835.15,1:37:15,DROP,n15,14,마지막 HB 이후 10.9s 침묵
5836.66,1:37:16,DROP,n11,10,마지막 HB 이후 10.6s 침묵
5860.91,1:37:40,REJOIN,n11,10,이탈 지속 24.2s
5861.68,1:37:41,REJOIN,n09,8,이탈 지속 46.4s
5903.65,1:38:23,REJOIN,n10,9,이탈 지속 69.3s
5906.71,1:38:26,REJOIN,n15,14,이탈 지속 71.6s
5909.75,1:38:29,DROP,n11,10,마지막 HB 이후 10.6s 침묵
5920.4,1:38:40,REJOIN,n11,10,이탈 지속 10.6s
5940.18,1:39:00,JOIN,n04,3,
5950.1,1:39:10,DROP,n09,8,마지막 HB 이후 10.6s 침묵
5951.61,1:39:11,DROP,n16,15,마지막 HB 이후 10.6s 침묵
5974.43,1:39:34,DROP,n15,14,마지막 HB 이후 10.1s 침묵
5975.19,1:39:35,DROP,n10,9,마지막 HB 이후 10.6s 침묵
5976.72,1:39:36,DROP,n11,10,마지막 HB 이후 10.8s 침묵
5992.54,1:39:52,REJOIN,n15,14,이탈 지속 18.1s
5993.3,1:39:53,REJOIN,n09,8,이탈 지속 43.2s
5994.06,1:39:54,REJOIN,n10,9,이탈 지속 18.9s
5994.82,1:39:54,REJOIN,n16,15,이탈 지속 43.2s
5995.58,1:39:55,REJOIN,n11,10,이탈 지속 18.9s
6029.09,1:40:29,DROP,n10,9,마지막 HB 이후 10.6s 침묵
6039.72,1:40:39,REJOIN,n10,9,이탈 지속 10.6s
6029.85,1:40:29,DROP,n09,8,마지막 HB 이후 10.6s 침묵
6040.48,1:40:40,REJOIN,n09,8,이탈 지속 10.6s
6030.61,1:40:30,DROP,n16,15,마지막 HB 이후 10.6s 침묵
6041.24,1:40:41,REJOIN,n16,15,이탈 지속 10.6s
6031.37,1:40:31,DROP,n11,10,마지막 HB 이후 10.6s 침묵
6042.0,1:40:41,REJOIN,n11,10,이탈 지속 10.6s
6051.15,1:40:51,DROP,n15,14,마지막 HB 이후 10.6s 침묵
6061.79,1:41:01,REJOIN,n15,14,이탈 지속 10.6s
6051.91,1:40:51,DROP,n09,8,마지막 HB 이후 10.6s 침묵
6063.31,1:41:03,REJOIN,n09,8,이탈 지속 11.4s
6118.85,1:41:58,DROP,n09,8,마지막 HB 이후 10.1s 침묵
6118.09,1:41:58,DROP,n15,14,마지막 HB 이후 10.9s 침묵
6119.63,1:41:59,DROP,n10,9,마지막 HB 이후 10.8s 침묵
6120.4,1:42:00,DROP,n16,15,마지막 HB 이후 10.1s 침묵
6121.91,1:42:01,DROP,n11,10,마지막 HB 이후 10.0s 침묵
6134.72,1:42:14,REJOIN,n10,9,이탈 지속 15.1s
6135.51,1:42:15,REJOIN,n09,8,이탈 지속 16.7s
6136.26,1:42:16,REJOIN,n16,15,이탈 지속 15.9s
6137.02,1:42:17,REJOIN,n11,10,이탈 지속 15.1s
6137.78,1:42:17,REJOIN,n15,14,이탈 지속 19.7s
6149.21,1:42:29,DROP,n09,8,마지막 HB 이후 10.1s 침묵
6150.73,1:42:30,DROP,n11,10,마지막 HB 이후 10.1s 침묵
6149.97,1:42:29,DROP,n16,15,마지막 HB 이후 10.8s 침묵
6161.31,1:42:41,REJOIN,n11,10,이탈 지속 10.6s
6151.51,1:42:31,DROP,n15,14,마지막 HB 이후 10.6s 침묵
6152.27,1:42:32,DROP,n10,9,마지막 HB 이후 10.6s 침묵
6162.86,1:42:42,REJOIN,n15,14,이탈 지속 11.3s
6163.61,1:42:43,REJOIN,n09,8,이탈 지속 14.4s
6164.37,1:42:44,REJOIN,n10,9,이탈 지속 12.1s
6165.13,1:42:45,REJOIN,n16,15,이탈 지속 15.2s
6219.96,1:43:39,DROP,n15,14,마지막 HB 이후 10.6s 침묵
6220.75,1:43:40,DROP,n10,9,마지막 HB 이후 10.6s 침묵
6221.5,1:43:41,DROP,n09,8,마지막 HB 이후 10.8s 침묵
6222.27,1:43:42,DROP,n16,15,마지막 HB 이후 10.1s 침묵
6223.02,1:43:43,DROP,n11,10,마지막 HB 이후 10.8s 침묵
6258.42,1:44:18,REJOIN,n09,8,이탈 지속 36.9s
6259.18,1:44:19,REJOIN,n16,15,이탈 지속 36.9s
6261.47,1:44:21,REJOIN,n11,10,이탈 지속 38.4s
6263.8,1:44:23,DROP,n09,8,마지막 HB 이후 10.8s 침묵
6279.18,1:44:39,REJOIN,n15,14,이탈 지속 59.2s
6279.95,1:44:39,REJOIN,n10,9,이탈 지속 59.2s
6276.11,1:44:36,DROP,n11,10,마지막 HB 이후 10.8s 침묵
6286.88,1:44:46,REJOIN,n11,10,이탈 지속 10.8s
6284.58,1:44:44,DROP,n15,14,마지막 HB 이후 10.6s 침묵
6285.35,1:44:45,DROP,n10,9,마지막 HB 이후 10.9s 침묵
6286.88,1:44:46,DROP,n11,10,마지막 HB 이후 10.6s 침묵
6299.78,1:44:59,REJOIN,n11,10,이탈 지속 12.9s
6301.33,1:45:01,REJOIN,n10,9,이탈 지속 16.0s
6302.08,1:45:02,REJOIN,n09,8,이탈 지속 38.3s
6313.47,1:45:13,REJOIN,n15,14,이탈 지속 28.9s
6307.42,1:45:07,DROP,n10,9,마지막 HB 이후 10.6s 침묵
6324.88,1:45:24,REJOIN,n10,9,이탈 지속 17.5s
6343.97,1:45:43,DROP,n10,9,마지막 HB 이후 10.1s 침묵
6357.63,1:45:57,REJOIN,n10,9,이탈 지속 13.7s
6415.62,1:46:55,DROP,n10,9,마지막 HB 이후 10.6s 침묵
6444.55,1:47:24,DROP,n16,15,마지막 HB 이후 10.6s 침묵
6455.92,1:47:35,REJOIN,n10,9,이탈 지속 40.3s
6456.68,1:47:36,REJOIN,n16,15,이탈 지속 12.1s
6468.88,1:47:48,DROP,n10,9,마지막 HB 이후 10.1s 침묵
6468.12,1:47:48,DROP,n11,10,마지막 HB 이후 10.8s 침묵
6470.4,1:47:50,DROP,n09,8,마지막 HB 이후 10.0s 침묵
6469.63,1:47:49,DROP,n15,14,마지막 HB 이후 10.8s 침묵
6471.18,1:47:51,DROP,n16,15,마지막 HB 이후 10.8s 침묵
6486.23,1:48:06,REJOIN,n10,9,이탈 지속 17.3s
6487.01,1:48:07,REJOIN,n11,10,이탈 지속 18.9s
6487.77,1:48:07,REJOIN,n15,14,이탈 지속 18.1s
6488.53,1:48:08,REJOIN,n09,8,이탈 지속 18.1s
6489.28,1:48:09,REJOIN,n16,15,이탈 지속 18.1s
