trial,t_s,board_ms,temp_c,state
base-3,0.5,22877,24.5,ALIVE
base-3,1.0,23377,24.5,ALIVE
base-3,1.5,23877,24.5,ALIVE
base-3,2.0,24377,24.5,ALIVE
base-3,2.5,24877,24.5,ALIVE
3,0.001,25377,24.5,ALIVE
3,0.002,25877,24.5,ALIVE
3,0.003,26377,24.5,ALIVE
3,0.004,26877,24.5,ALIVE
3,0.004,27377,24.5,ALIVE
3,0.005,27877,24.5,ALIVE
3,0.006,28381,24.5,ALIVE
3,0.006,28877,24.5,ALIVE
3,0.007,29377,24.5,ALIVE
3,0.007,29877,24.5,ALIVE
3,0.008,30377,24.5,ALIVE
3,0.009,30877,24.5,ALIVE
3,0.009,31378,24.5,ALIVE
3,0.01,31879,24.5,ALIVE
3,0.011,32379,24.5,ALIVE
3,0.011,32880,24.5,ALIVE
3,0.012,33379,24.5,ALIVE
3,0.012,33879,24.5,ALIVE
3,0.013,34379,24.5,ALIVE
3,0.014,34879,24.5,ALIVE
3,0.014,35379,24.5,ALIVE
3,0.015,35879,24.5,ALIVE
3,0.016,36380,24.5,ALIVE
3,0.017,36879,24.5,ALIVE
3,0.018,37379,24.5,ALIVE
3,0.018,37879,24.5,ALIVE
3,0.019,38379,24.5,ALIVE
3,0.02,38879,24.5,ALIVE
3,0.02,39379,24.5,ALIVE
3,0.021,39879,24.5,ALIVE
3,0.022,40379,24.5,ALIVE
3,0.022,40880,24.5,ALIVE
3,0.023,41379,24.5,ALIVE
3,0.024,41880,24.5,ALIVE
3,0.024,42379,24.5,ALIVE
3,0.025,42879,24.5,ALIVE
3,0.026,43379,24.5,ALIVE
3,0.026,43879,24.5,ALIVE
3,0.027,44379,24.5,ALIVE
3,0.028,44879,24.5,ALIVE
3,0.028,45380,25.0,ALIVE
3,0.029,45879,26.0,ALIVE
3,0.03,46379,27.0,ALIVE
3,0.417,46879,28.0,ALIVE
3,0.92,47382,29.5,ALIVE
3,1.418,47879,30.5,ALIVE
3,1.917,48379,32.0,ALIVE
3,2.417,48879,33.5,ALIVE
3,2.917,49379,35.0,ALIVE
3,3.418,49880,36.5,ALIVE
3,3.918,50380,38.5,ALIVE
3,4.418,50880,40.0,ALIVE
3,4.918,51380,42.0,ALIVE
3,5.418,51880,43.5,ALIVE
3,5.919,52380,45.5,ALIVE
3,6.419,52880,47.0,ALIVE
3,6.918,53380,49.0,ALIVE
3,7.42,53882,51.0,ALIVE
3,7.919,54381,52.5,ALIVE
3,8.418,54880,54.5,ALIVE
3,8.919,55380,56.0,ALIVE
3,9.418,55880,57.5,ALIVE
3,9.919,56380,59.0,ALIVE
3,10.421,56883,61.0,ALIVE
3,10.919,57381,62.5,ALIVE
3,11.419,57881,64.0,ALIVE
3,11.92,58381,65.5,ALIVE
3,12.419,58881,67.0,ALIVE
3,12.919,59381,68.5,ALIVE
3,13.419,59881,70.0,ALIVE
3,13.922,60384,71.5,ALIVE
3,14.419,60881,73.0,ALIVE
3,14.919,61381,74.5,ALIVE
3,15.419,61881,75.5,ALIVE
3,15.92,62382,77.0,ALIVE
3,16.42,62882,78.5,ALIVE
3,16.919,63381,79.5,ALIVE
3,17.421,63881,81.0,ALIVE
