t_s,t_hms,event,label,node_id,detail
1135.32,0:18:55,DROP,n06,5,마지막 HB 이후 10.1s 침묵
1134.55,0:18:54,DROP,n08,7,마지막 HB 이후 10.9s 침묵
1136.07,0:18:56,DROP,n11,10,마지막 HB 이후 10.7s 침묵
1136.84,0:18:56,DROP,n16,15,마지막 HB 이후 10.7s 침묵
1138.35,0:18:58,DROP,n07,6,마지막 HB 이후 10.7s 침묵
1149.02,0:19:09,REJOIN,n10,9,이탈 지속 15.3s
1139.91,0:18:59,DROP,n15,14,마지막 HB 이후 10.6s 침묵
1150.56,0:19:10,REJOIN,n08,7,이탈 지속 16.0s
1152.08,0:19:12,REJOIN,n07,6,이탈 지속 13.7s
1152.84,0:19:12,REJOIN,n06,5,이탈 지속 17.5s
1154.35,0:19:14,REJOIN,n15,14,이탈 지속 14.4s
1155.91,0:19:15,REJOIN,n16,15,이탈 지속 19.1s
1145.98,0:19:05,DROP,n03,2,마지막 HB 이후 10.7s 침묵
1156.67,0:19:16,REJOIN,n11,10,이탈 지속 20.6s
1146.74,0:19:06,DROP,n14,13,마지막 HB 이후 10.7s 침묵
1157.43,0:19:17,REJOIN,n14,13,이탈 지속 10.7s
1158.95,0:19:18,REJOIN,n03,2,이탈 지속 13.0s
1153.6,0:19:13,DROP,n04,3,마지막 HB 이후 10.7s 침묵
1155.12,0:19:15,DROP,n12,11,마지막 HB 이후 10.2s 침묵
1158.19,0:19:18,DROP,n10,9,마지막 HB 이후 10.2s 침묵
1157.43,0:19:17,DROP,n14,13,마지막 HB 이후 10.9s 침묵
1169.62,0:19:29,REJOIN,n10,9,이탈 지속 11.4s
1159.71,0:19:19,DROP,n07,6,마지막 HB 이후 10.7s 침묵
1160.47,0:19:20,DROP,n08,7,마지막 HB 이후 10.7s 침묵
1171.94,0:19:31,REJOIN,n08,7,이탈 지속 11.5s
1162.79,0:19:22,DROP,n15,14,마지막 HB 이후 10.7s 침묵
1173.46,0:19:33,REJOIN,n07,6,이탈 지속 13.7s
1174.21,0:19:34,REJOIN,n12,11,이탈 지속 19.1s
1174.98,0:19:34,REJOIN,n15,14,이탈 지속 12.2s
1176.49,0:19:36,REJOIN,n14,13,이탈 지속 19.1s
1179.57,0:19:39,REJOIN,n04,3,이탈 지속 26.0s
1175.73,0:19:35,DROP,n03,2,마지막 HB 이후 10.7s 침묵
1178.05,0:19:38,DROP,n11,10,마지막 HB 이후 10.2s 침묵
1180.33,0:19:40,DROP,n06,5,마지막 HB 이후 10.6s 침묵
1181.09,0:19:41,DROP,n16,15,마지막 HB 이후 10.6s 침묵
1191.73,0:19:51,REJOIN,n11,10,이탈 지속 13.7s
1181.85,0:19:41,DROP,n04,3,마지막 HB 이후 10.6s 침묵
1182.65,0:19:42,DROP,n07,6,마지막 HB 이후 10.6s 침묵
1193.29,0:19:53,REJOIN,n03,2,이탈 지속 17.6s
1183.41,0:19:43,DROP,n12,11,마지막 HB 이후 10.6s 침묵
1194.04,0:19:54,REJOIN,n06,5,이탈 지속 13.7s
1184.17,0:19:44,DROP,n15,14,마지막 HB 이후 10.6s 침묵
1194.8,0:19:54,REJOIN,n12,11,이탈 지속 11.4s
1184.93,0:19:44,DROP,n14,13,마지막 HB 이후 10.6s 침묵
1195.56,0:19:55,REJOIN,n16,15,이탈 지속 14.5s
1196.32,0:19:56,REJOIN,n04,3,이탈 지속 14.5s
1197.08,0:19:57,REJOIN,n07,6,이탈 지속 14.4s
1197.84,0:19:57,REJOIN,n15,14,이탈 지속 13.7s
1198.63,0:19:58,REJOIN,n14,13,이탈 지속 13.7s
1193.29,0:19:53,DROP,n03,2,마지막 HB 이후 10.7s 침묵
1203.99,0:20:03,REJOIN,n03,2,이탈 지속 10.7s
1196.32,0:19:56,DROP,n04,3,마지막 HB 이후 10.7s 침묵
1200.91,0:20:00,DROP,n11,10,마지막 HB 이후 10.2s 침묵
1202.44,0:20:02,DROP,n16,15,마지막 HB 이후 10.2s 침묵
1203.19,0:20:03,DROP,n12,11,마지막 HB 이후 10.7s 침묵
1203.99,0:20:03,DROP,n03,2,마지막 HB 이후 10.7s 침묵
1215.44,0:20:15,REJOIN,n16,15,이탈 지속 13.0s
1216.2,0:20:16,REJOIN,n11,10,이탈 지속 15.3s
1206.27,0:20:06,DROP,n14,13,마지막 HB 이후 10.7s 침묵
1216.96,0:20:16,REJOIN,n14,13,이탈 지속 10.7s
1207.03,0:20:07,DROP,n10,9,마지막 HB 이후 10.7s 침묵
1217.72,0:20:17,REJOIN,n12,11,이탈 지속 14.5s
1207.79,0:20:07,DROP,n08,7,마지막 HB 이후 10.7s 침묵
1218.47,0:20:18,REJOIN,n10,9,이탈 지속 11.4s
1219.23,0:20:19,REJOIN,n08,7,이탈 지속 11.4s
1221.55,0:20:21,REJOIN,n03,2,이탈 지속 17.6s
1223.06,0:20:23,REJOIN,n04,3,이탈 지속 26.7s
1221.55,0:20:21,DROP,n03,2,마지막 HB 이후 10.9s 침묵
1223.06,0:20:23,DROP,n04,3,마지막 HB 이후 10.9s 침묵
1223.83,0:20:23,DROP,n15,14,마지막 HB 이후 10.2s 침묵
1224.59,0:20:24,DROP,n12,11,마지막 HB 이후 10.7s 침묵
1225.39,0:20:25,DROP,n14,13,마지막 HB 이후 10.6s 침묵
1226.14,0:20:26,DROP,n11,10,마지막 HB 이후 10.7s 침묵
1226.9,0:20:26,DROP,n10,9,마지막 HB 이후 10.6s 침묵
1227.66,0:20:27,DROP,n08,7,마지막 HB 이후 10.6s 침묵
1238.31,0:20:38,REJOIN,n04,3,이탈 지속 15.2s
1239.07,0:20:39,REJOIN,n15,14,이탈 지속 15.2s
1229.18,0:20:29,DROP,n07,6,마지막 HB 이후 10.7s 침묵
1240.6,0:20:40,REJOIN,n12,11,이탈 지속 16.0s
1241.38,0:20:41,REJOIN,n14,13,이탈 지속 16.0s
1242.15,0:20:42,REJOIN,n11,10,이탈 지속 16.0s
1242.91,0:20:42,REJOIN,n03,2,이탈 지속 21.4s
1243.68,0:20:43,REJOIN,n10,9,이탈 지속 16.8s
1244.43,0:20:44,REJOIN,n08,7,이탈 지속 16.8s
1245.19,0:20:45,REJOIN,n07,6,이탈 지속 16.0s
1238.31,0:20:38,DROP,n04,3,마지막 HB 이후 10.7s 침묵
1242.15,0:20:42,DROP,n11,10,마지막 HB 이후 10.1s 침묵
1242.91,0:20:42,DROP,n03,2,마지막 HB 이후 10.9s 침묵
1243.68,0:20:43,DROP,n10,9,마지막 HB 이후 10.1s 침묵
1245.19,0:20:45,DROP,n07,6,마지막 HB 이후 10.1s 침묵
1244.43,0:20:44,DROP,n08,7,마지막 HB 이후 10.9s 침묵
1245.98,0:20:45,DROP,n06,5,마지막 HB 이후 10.6s 침묵
1246.77,0:20:46,DROP,n16,15,마지막 HB 이후 10.5s 침묵
1248.28,0:20:48,DROP,n12,11,마지막 HB 이후 10.0s 침묵
1247.52,0:20:47,DROP,n15,14,마지막 HB 이후 10.8s 침묵
1249.03,0:20:49,DROP,n14,13,마지막 HB 이후 10.8s 침묵
1267.1,0:21:07,REJOIN,n06,5,이탈 지속 21.1s
1267.9,0:21:07,REJOIN,n04,3,이탈 지속 29.6s
1268.67,0:21:08,REJOIN,n03,2,이탈 지속 25.8s
1269.43,0:21:09,REJOIN,n16,15,이탈 지속 22.7s
1270.18,0:21:10,REJOIN,n12,11,이탈 지속 21.9s
1270.95,0:21:10,REJOIN,n07,6,이탈 지속 25.8s
1271.7,0:21:11,REJOIN,n15,14,이탈 지속 24.2s
1272.46,0:21:12,REJOIN,n14,13,이탈 지속 23.4s
1273.26,0:21:13,REJOIN,n10,9,이탈 지속 29.6s
1274.02,0:21:14,REJOIN,n11,10,이탈 지속 31.9s
1274.78,0:21:14,REJOIN,n08,7,이탈 지속 30.3s
1268.67,0:21:08,DROP,n03,2,마지막 HB 이후 10.7s 침묵
1279.37,0:21:19,REJOIN,n03,2,이탈 지속 10.7s
1277.06,0:21:17,DROP,n12,11,마지막 HB 이후 10.2s 침묵
1277.82,0:21:17,DROP,n04,3,마지막 HB 이후 10.7s 침묵
1278.62,0:21:18,DROP,n07,6,마지막 HB 이후 10.7s 침묵
1289.29,0:21:29,REJOIN,n12,11,이탈 지속 12.2s
1279.37,0:21:19,DROP,n03,2,마지막 HB 이후 10.7s 침묵
1280.14,0:21:20,DROP,n15,14,마지막 HB 이후 10.7s 침묵
1290.81,0:21:30,REJOIN,n07,6,이탈 지속 12.2s
1280.89,0:21:20,DROP,n14,13,마지막 HB 이후 10.7s 침묵
1291.57,0:21:31,REJOIN,n15,14,이탈 지속 11.4s
1281.66,0:21:21,DROP,n10,9,마지막 HB 이후 10.7s 침묵
1292.33,0:21:32,REJOIN,n04,3,이탈 지속 14.5s
1282.41,0:21:22,DROP,n08,7,마지막 HB 이후 10.7s 침묵
1293.09,0:21:33,REJOIN,n14,13,이탈 지속 12.2s
1283.18,0:21:23,DROP,n06,5,마지막 HB 이후 10.7s 침묵
1293.85,0:21:33,REJOIN,n10,9,이탈 지속 12.2s
1283.97,0:21:23,DROP,n11,10,마지막 HB 이후 10.7s 침묵
1294.64,0:21:34,REJOIN,n11,10,이탈 지속 10.7s
1295.41,0:21:35,REJOIN,n03,2,이탈 지속 16.0s
1296.16,0:21:36,REJOIN,n08,7,이탈 지속 13.7s
1296.92,0:21:36,REJOIN,n06,5,이탈 지속 13.7s
1292.33,0:21:32,DROP,n04,3,마지막 HB 이후 10.7s 침묵
1304.56,0:21:44,REJOIN,n04,3,이탈 지속 12.2s
1295.41,0:21:35,DROP,n03,2,마지막 HB 이후 10.7s 침묵
1300.0,0:21:40,DROP,n15,14,마지막 HB 이후 10.6s 침묵
1301.52,0:21:41,DROP,n10,9,마지막 HB 이후 10.1s 침묵
1300.76,0:21:40,DROP,n14,13,마지막 HB 이후 10.9s 침묵
1302.28,0:21:42,DROP,n08,7,마지막 HB 이후 10.6s 침묵
1303.04,0:21:43,DROP,n06,5,마지막 HB 이후 10.6s 침묵
1313.68,0:21:53,REJOIN,n06,5,이탈 지속 10.6s
1303.8,0:21:43,DROP,n11,10,마지막 HB 이후 10.9s 침묵
1305.36,0:21:45,DROP,n16,15,마지막 HB 이후 10.6s 침묵
1315.99,0:21:55,REJOIN,n16,15,이탈 지속 10.6s
1306.12,0:21:46,DROP,n12,11,마지막 HB 이후 10.6s 침묵
1316.75,0:21:56,REJOIN,n15,14,이탈 지속 16.8s
1319.03,0:21:59,REJOIN,n03,2,이탈 지속 23.6s
1319.79,0:21:59,REJOIN,n11,10,이탈 지속 16.0s
1321.35,0:22:01,REJOIN,n14,13,이탈 지속 20.6s
1322.11,0:22:02,REJOIN,n12,11,이탈 지속 16.0s
1312.92,0:21:52,DROP,n07,6,마지막 HB 이후 10.7s 침묵
1323.63,0:22:03,REJOIN,n10,9,이탈 지속 22.1s
1313.68,0:21:53,DROP,n06,5,마지막 HB 이후 10.7s 침묵
1324.39,0:22:04,REJOIN,n08,7,이탈 지속 22.1s
1325.91,0:22:05,REJOIN,n07,6,이탈 지속 13.0s
1315.99,0:21:55,DROP,n16,15,마지막 HB 이후 10.7s 침묵
1326.7,0:22:06,REJOIN,n06,5,이탈 지속 13.0s
1316.75,0:21:56,DROP,n15,14,마지막 HB 이후 10.7s 침묵
1327.46,0:22:07,REJOIN,n15,14,이탈 지속 10.7s
1328.99,0:22:08,REJOIN,n16,15,이탈 지속 13.0s
1319.79,0:21:59,DROP,n11,10,마지막 HB 이후 10.7s 침묵
1321.35,0:22:01,DROP,n14,13,마지막 HB 이후 10.7s 침묵
1322.11,0:22:02,DROP,n12,11,마지막 HB 이후 10.9s 침묵
1323.63,0:22:03,DROP,n10,9,마지막 HB 이후 10.6s 침묵
1324.39,0:22:04,DROP,n08,7,마지막 HB 이후 10.6s 침묵
1325.14,0:22:05,DROP,n04,3,마지막 HB 이후 10.6s 침묵
1326.7,0:22:06,DROP,n06,5,마지막 HB 이후 10.7s 침묵
1337.35,0:22:17,REJOIN,n04,3,이탈 지속 12.2s
1338.11,0:22:18,REJOIN,n12,11,이탈 지속 16.0s
1338.87,0:22:18,REJOIN,n14,13,이탈 지속 17.5s
1339.63,0:22:19,REJOIN,n10,9,이탈 지속 16.0s
1341.15,0:22:21,REJOIN,n08,7,이탈 지속 16.8s
1341.91,0:22:21,REJOIN,n11,10,이탈 지속 22.1s
1342.7,0:22:22,REJOIN,n06,5,이탈 지속 16.0s
1337.35,0:22:17,DROP,n04,3,마지막 HB 이후 10.7s 침묵
1350.34,0:22:30,REJOIN,n04,3,이탈 지속 13.0s
1340.39,0:22:20,DROP,n03,2,마지막 HB 이후 10.7s 침묵
1344.22,0:22:24,DROP,n12,11,마지막 HB 이후 10.2s 침묵
1345.75,0:22:25,DROP,n15,14,마지막 HB 이후 10.1s 침묵
1346.5,0:22:26,DROP,n14,13,마지막 HB 이후 10.7s 침묵
1357.16,0:22:37,REJOIN,n15,14,이탈 지속 11.4s
1347.27,0:22:27,DROP,n10,9,마지막 HB 이후 10.6s 침묵
1357.92,0:22:37,REJOIN,n12,11,이탈 지속 13.7s
1348.06,0:22:28,DROP,n11,10,마지막 HB 이후 10.6s 침묵
1358.71,0:22:38,REJOIN,n14,13,이탈 지속 12.2s
1348.82,0:22:28,DROP,n08,7,마지막 HB 이후 10.6s 침묵
1359.47,0:22:39,REJOIN,n11,10,이탈 지속 11.4s
1349.58,0:22:29,DROP,n06,5,마지막 HB 이후 10.6s 침묵
1360.23,0:22:40,REJOIN,n10,9,이탈 지속 13.0s
1350.34,0:22:30,DROP,n04,3,마지막 HB 이후 10.6s 침묵
1360.99,0:22:40,REJOIN,n04,3,이탈 지속 10.6s
1361.75,0:22:41,REJOIN,n03,2,이탈 지속 21.4s
1351.86,0:22:31,DROP,n07,6,마지막 HB 이후 10.6s 침묵
1362.51,0:22:42,REJOIN,n06,5,이탈 지속 12.9s
1363.26,0:22:43,REJOIN,n07,6,이탈 지속 11.4s
1364.06,0:22:44,REJOIN,n08,7,이탈 지속 15.2s
1360.99,0:22:40,DROP,n04,3,마지막 HB 이후 10.7s 침묵
1367.1,0:22:47,DROP,n12,11,마지막 HB 이후 10.2s 침묵
1366.34,0:22:46,DROP,n16,15,마지막 HB 이후 10.9s 침묵
1367.86,0:22:47,DROP,n11,10,마지막 HB 이후 10.7s 침묵
1368.62,0:22:48,DROP,n14,13,마지막 HB 이후 10.7s 침묵
1379.29,0:22:59,REJOIN,n16,15,이탈 지속 13.0s
1369.42,0:22:49,DROP,n10,9,마지막 HB 이후 10.7s 침묵
1370.18,0:22:50,DROP,n08,7,마지막 HB 이후 10.7s 침묵
1380.85,0:23:00,REJOIN,n12,11,이탈 지속 13.7s
1381.61,0:23:01,REJOIN,n14,13,이탈 지속 13.0s
1371.7,0:22:51,DROP,n06,5,마지막 HB 이후 10.7s 침묵
1382.37,0:23:02,REJOIN,n10,9,이탈 지속 12.9s
1372.46,0:22:52,DROP,n03,2,마지막 HB 이후 10.7s 침묵
1383.12,0:23:03,REJOIN,n04,3,이탈 지속 22.1s
1383.89,0:23:03,REJOIN,n11,10,이탈 지속 16.0s
1384.64,0:23:04,REJOIN,n03,2,이탈 지속 12.2s
1385.44,0:23:05,REJOIN,n08,7,이탈 지속 15.3s
1386.2,0:23:06,REJOIN,n06,5,이탈 지속 14.5s
1387.71,0:23:07,DROP,n12,11,마지막 HB 이후 11.0s 침묵
1390.0,0:23:09,DROP,n04,3,마지막 HB 이후 10.2s 침묵
1389.24,0:23:09,DROP,n15,14,마지막 HB 이후 10.9s 침묵
1390.79,0:23:10,DROP,n14,13,마지막 HB 이후 10.7s 침묵
1391.56,0:23:11,DROP,n10,9,마지막 HB 이후 10.7s 침묵
1392.31,0:23:12,DROP,n11,10,마지막 HB 이후 10.7s 침묵
1402.99,0:23:22,REJOIN,n15,14,이탈 지속 13.8s
1393.07,0:23:13,DROP,n08,7,마지막 HB 이후 10.7s 침묵
1403.75,0:23:23,REJOIN,n14,13,이탈 지속 13.0s
1404.5,0:23:24,REJOIN,n10,9,이탈 지속 12.9s
1394.59,0:23:14,DROP,n06,5,마지막 HB 이후 10.7s 침묵
1405.27,0:23:25,REJOIN,n11,10,이탈 지속 13.0s
1395.35,0:23:15,DROP,n16,15,마지막 HB 이후 10.7s 침묵
1406.03,0:23:26,REJOIN,n08,7,이탈 지속 13.0s
1406.83,0:23:26,REJOIN,n06,5,이탈 지속 12.2s
1407.59,0:23:27,REJOIN,n16,15,이탈 지속 12.2s
1408.35,0:23:28,REJOIN,n12,11,이탈 지속 20.6s
1401.46,0:23:21,DROP,n03,2,마지막 HB 이후 10.7s 침묵
1412.17,0:23:32,REJOIN,n03,2,이탈 지속 10.7s
1415.21,0:23:35,REJOIN,n04,3,이탈 지속 25.2s
1411.38,0:23:31,DROP,n10,9,마지막 HB 이후 10.2s 침묵
1410.62,0:23:30,DROP,n14,13,마지막 HB 이후 10.9s 침묵
1412.93,0:23:32,DROP,n08,7,마지막 HB 이후 10.1s 침묵
1413.69,0:23:33,DROP,n11,10,마지막 HB 이후 10.6s 침묵
1414.45,0:23:34,DROP,n06,5,마지막 HB 이후 10.6s 침묵
1427.37,0:23:47,REJOIN,n14,13,이탈 지속 16.7s
1417.53,0:23:37,DROP,n07,6,마지막 HB 이후 10.6s 침묵
1428.17,0:23:48,REJOIN,n11,10,이탈 지속 14.5s
1418.28,0:23:38,DROP,n03,2,마지막 HB 이후 10.6s 침묵
1428.92,0:23:48,REJOIN,n10,9,이탈 지속 17.5s
1429.69,0:23:49,REJOIN,n07,6,이탈 지속 12.2s
1430.44,0:23:50,REJOIN,n03,2,이탈 지속 12.2s
1431.2,0:23:51,REJOIN,n08,7,이탈 지속 18.3s
1431.96,0:23:51,REJOIN,n06,5,이탈 지속 17.5s
1425.09,0:23:45,DROP,n04,3,마지막 HB 이후 10.7s 침묵
1438.08,0:23:58,REJOIN,n04,3,이탈 지속 13.0s
1430.44,0:23:50,DROP,n03,2,마지막 HB 이후 11.0s 침묵
1441.92,0:24:01,REJOIN,n03,2,이탈 지속 11.5s
1432.72,0:23:52,DROP,n16,15,마지막 HB 이후 10.2s 침묵
1434.28,0:23:54,DROP,n12,11,마지막 HB 이후 10.2s 침묵
1435.04,0:23:55,DROP,n11,10,마지막 HB 이후 10.9s 침묵
1435.8,0:23:55,DROP,n14,13,마지막 HB 이후 10.1s 침묵
1436.56,0:23:56,DROP,n10,9,마지막 HB 이후 10.7s 침묵
1447.23,0:24:07,REJOIN,n16,15,이탈 지속 14.5s
1437.32,0:23:57,DROP,n08,7,마지막 HB 이후 10.7s 침묵
1447.99,0:24:07,REJOIN,n12,11,이탈 지속 13.7s
1438.08,0:23:58,DROP,n04,3,마지막 HB 이후 10.7s 침묵
1448.75,0:24:08,REJOIN,n14,13,이탈 지속 12.9s
1438.88,0:23:58,DROP,n07,6,마지막 HB 이후 10.7s 침묵
1449.54,0:24:09,REJOIN,n10,9,이탈 지속 13.0s
1439.64,0:23:59,DROP,n06,5,마지막 HB 이후 10.7s 침묵
1450.3,0:24:10,REJOIN,n11,10,이탈 지속 15.3s
1451.06,0:24:11,REJOIN,n08,7,이탈 지속 13.7s
1451.82,0:24:11,REJOIN,n07,6,이탈 지속 12.9s
1441.92,0:24:01,DROP,n03,2,마지막 HB 이후 10.7s 침묵
1452.58,0:24:12,REJOIN,n06,5,이탈 지속 12.9s
1454.1,0:24:14,REJOIN,n04,3,이탈 지속 16.0s
1457.18,0:24:17,REJOIN,n03,2,이탈 지속 15.3s
1457.18,0:24:17,DROP,n03,2,마지막 HB 이후 10.1s 침묵
1456.41,0:24:16,DROP,n14,13,마지막 HB 이후 10.9s 침묵
1457.93,0:24:17,DROP,n11,10,마지막 HB 이후 10.6s 침묵
1458.7,0:24:18,DROP,n10,9,마지막 HB 이후 10.6s 침묵
1469.33,0:24:29,REJOIN,n14,13,이탈 지속 12.9s
1459.45,0:24:19,DROP,n04,3,마지막 HB 이후 10.6s 침묵
1470.09,0:24:30,REJOIN,n10,9,이탈 지속 11.4s
1460.25,0:24:20,DROP,n08,7,마지막 HB 이후 10.6s 침묵
1470.89,0:24:30,REJOIN,n11,10,이탈 지속 13.0s
1461.01,0:24:21,DROP,n07,6,마지막 HB 이후 10.6s 침묵
1471.65,0:24:31,REJOIN,n08,7,이탈 지속 11.4s
1461.77,0:24:21,DROP,n06,5,마지막 HB 이후 10.6s 침묵
1472.41,0:24:32,REJOIN,n06,5,이탈 지속 10.6s
1462.53,0:24:22,DROP,n16,15,마지막 HB 이후 10.6s 침묵
1473.16,0:24:33,REJOIN,n16,15,이탈 지속 10.6s
1473.93,0:24:33,REJOIN,n07,6,이탈 지속 12.9s
1464.05,0:24:24,DROP,n12,11,마지막 HB 이후 10.6s 침묵
1474.68,0:24:34,REJOIN,n12,11,이탈 지속 10.6s
1481.6,0:24:41,REJOIN,n04,3,이탈 지속 22.1s
1483.87,0:24:43,REJOIN,n03,2,이탈 지속 26.7s
1478.52,0:24:38,DROP,n08,7,마지막 HB 이후 10.2s 침묵
1477.75,0:24:37,DROP,n11,10,마지막 HB 이후 10.9s 침묵
1479.28,0:24:39,DROP,n06,5,마지막 HB 이후 10.9s 침묵
1480.04,0:24:40,DROP,n16,15,마지막 HB 이후 10.2s 침묵
1480.8,0:24:40,DROP,n07,6,마지막 HB 이후 10.7s 침묵
1491.48,0:24:51,REJOIN,n11,10,이탈 지속 13.7s
1481.6,0:24:41,DROP,n04,3,마지막 HB 이후 10.7s 침묵
1493.03,0:24:53,REJOIN,n08,7,이탈 지속 14.5s
1483.12,0:24:43,DROP,n15,14,마지막 HB 이후 10.7s 침묵
1493.8,0:24:53,REJOIN,n06,5,이탈 지속 14.5s
1483.87,0:24:43,DROP,n03,2,마지막 HB 이후 10.7s 침묵
1494.55,0:24:54,REJOIN,n07,6,이탈 지속 13.8s
1495.31,0:24:55,REJOIN,n16,15,이탈 지속 15.3s
1485.38,0:24:45,DROP,n14,13,마지막 HB 이후 10.7s 침묵
1496.07,0:24:56,REJOIN,n15,14,이탈 지속 13.0s
1496.83,0:24:56,REJOIN,n03,2,이탈 지속 13.0s
1497.62,0:24:57,REJOIN,n14,13,이탈 지속 12.2s
1505.26,0:25:05,REJOIN,n04,3,이탈 지속 23.7s
1496.83,0:24:56,DROP,n03,2,마지막 HB 이후 10.7s 침묵
1501.43,0:25:01,DROP,n06,5,마지막 HB 이후 10.2s 침묵
1500.66,0:25:00,DROP,n08,7,마지막 HB 이후 10.9s 침묵
1502.19,0:25:02,DROP,n07,6,마지막 HB 이후 10.7s 침묵
1502.98,0:25:02,DROP,n16,15,마지막 HB 이후 10.6s 침묵
1504.5,0:25:04,DROP,n12,11,마지막 HB 이후 10.1s 침묵
1503.74,0:25:03,DROP,n15,14,마지막 HB 이후 10.9s 침묵
1506.02,0:25:06,DROP,n14,13,마지막 HB 이후 10.1s 침묵
1506.78,0:25:06,DROP,n04,3,마지막 HB 이후 10.8s 침묵
1507.54,0:25:07,DROP,n11,10,마지막 HB 이후 10.1s 침묵
1508.34,0:25:08,DROP,n10,9,마지막 HB 이후 10.8s 침묵
1524.18,0:25:24,REJOIN,n16,15,이탈 지속 21.2s
1525.7,0:25:25,REJOIN,n14,13,이탈 지속 19.7s
1526.45,0:25:26,REJOIN,n12,11,이탈 지속 22.0s
1527.22,0:25:27,REJOIN,n10,9,이탈 지속 18.9s
1527.98,0:25:27,REJOIN,n04,3,이탈 지속 21.2s
1528.74,0:25:28,REJOIN,n07,6,이탈 지속 26.6s
1529.53,0:25:29,REJOIN,n08,7,이탈 지속 28.9s
1531.8,0:25:31,REJOIN,n15,14,이탈 지속 28.1s
1532.56,0:25:32,REJOIN,n11,10,이탈 지속 25.0s
1534.08,0:25:34,REJOIN,n06,5,이탈 지속 32.7s
1524.18,0:25:24,DROP,n16,15,마지막 HB 이후 10.7s 침묵
1534.88,0:25:34,REJOIN,n16,15,이탈 지속 10.7s
1525.7,0:25:25,DROP,n14,13,마지막 HB 이후 10.7s 침묵
1526.45,0:25:26,DROP,n12,11,마지막 HB 이후 10.7s 침묵
1537.14,0:25:37,REJOIN,n12,11,이탈 지속 10.7s
1527.22,0:25:27,DROP,n10,9,마지막 HB 이후 10.7s 침묵
1537.91,0:25:37,REJOIN,n14,13,이탈 지속 12.2s
1528.74,0:25:28,DROP,n07,6,마지막 HB 이후 10.7s 침묵
1539.43,0:25:39,REJOIN,n10,9,이탈 지속 12.2s
1529.53,0:25:29,DROP,n08,7,마지막 HB 이후 10.7s 침묵
1540.22,0:25:40,REJOIN,n03,2,이탈 지속 43.4s
1541.74,0:25:41,REJOIN,n07,6,이탈 지속 13.0s
1531.8,0:25:31,DROP,n15,14,마지막 HB 이후 10.7s 침묵
1542.5,0:25:42,REJOIN,n08,7,이탈 지속 13.0s
1532.56,0:25:32,DROP,n11,10,마지막 HB 이후 10.9s 침묵
1534.08,0:25:34,DROP,n06,5,마지막 HB 이후 10.7s 침묵
1534.88,0:25:34,DROP,n16,15,마지막 HB 이후 10.7s 침묵
1537.14,0:25:37,DROP,n12,11,마지막 HB 이후 10.9s 침묵
1537.91,0:25:37,DROP,n14,13,마지막 HB 이후 10.1s 침묵
1539.43,0:25:39,DROP,n10,9,마지막 HB 이후 10.1s 침묵
1540.22,0:25:40,DROP,n03,2,마지막 HB 이후 10.8s 침묵
1540.99,0:25:40,DROP,n04,3,마지막 HB 이후 10.1s 침묵
1541.74,0:25:41,DROP,n07,6,마지막 HB 이후 10.8s 침묵
1542.5,0:25:42,DROP,n08,7,마지막 HB 이후 10.1s 침묵
1563.62,0:26:03,REJOIN,n04,3,이탈 지속 22.6s
1565.14,0:26:05,REJOIN,n07,6,이탈 지속 23.4s
1565.91,0:26:05,REJOIN,n08,7,이탈 지속 23.4s
1566.71,0:26:06,REJOIN,n06,5,이탈 지속 32.6s
1567.46,0:26:07,REJOIN,n15,14,이탈 지속 35.7s
1568.23,0:26:08,REJOIN,n11,10,이탈 지속 35.7s
1569.0,0:26:08,REJOIN,n16,15,이탈 지속 34.1s
1569.76,0:26:09,REJOIN,n14,13,이탈 지속 31.8s
1570.51,0:26:10,REJOIN,n12,11,이탈 지속 33.4s
1572.07,0:26:12,REJOIN,n03,2,이탈 지속 31.8s
1574.35,0:26:14,REJOIN,n10,9,이탈 지속 34.9s
1565.91,0:26:05,DROP,n08,7,마지막 HB 이후 10.7s 침묵
1577.44,0:26:17,REJOIN,n08,7,이탈 지속 11.5s
1567.46,0:26:07,DROP,n15,14,마지막 HB 이후 10.7s 침묵
1568.23,0:26:08,DROP,n11,10,마지막 HB 이후 10.7s 침묵
1578.97,0:26:18,REJOIN,n15,14,이탈 지속 11.5s
1569.76,0:26:09,DROP,n14,13,마지막 HB 이후 10.2s 침묵
1569.0,0:26:08,DROP,n16,15,마지막 HB 이후 11.0s 침묵
1570.51,0:26:10,DROP,n12,11,마지막 HB 이후 10.7s 침묵
1581.25,0:26:21,REJOIN,n16,15,이탈 지속 12.3s
1571.28,0:26:11,DROP,n07,6,마지막 HB 이후 10.7s 침묵
1582.81,0:26:22,REJOIN,n12,11,이탈 지속 12.3s
1583.57,0:26:23,REJOIN,n11,10,이탈 지속 15.3s
1574.35,0:26:14,DROP,n10,9,마지막 HB 이후 10.7s 침묵
1585.1,0:26:25,REJOIN,n14,13,이탈 지속 15.3s
1575.12,0:26:15,DROP,n03,2,마지막 HB 이후 11.0s 침묵
1576.64,0:26:16,DROP,n06,5,마지막 HB 이후 10.7s 침묵
1587.39,0:26:27,REJOIN,n10,9,이탈 지속 13.0s
1577.44,0:26:17,DROP,n08,7,마지막 HB 이후 10.7s 침묵
1588.19,0:26:28,REJOIN,n07,6,이탈 지속 16.9s
